level,name,symbol,parent,sector,market_cap_cr,pe,roce,error,stage,stage2_score,close,weekly_ma,weekly_ma_slope_4w_pct,rs_vs_benchmark,checks,rrg_quadrant,rrg_quadrant_5d_ago,rs_ratio,rs_momentum,rs_ratio_5d_delta,rs_momentum_5d_delta,moving_to_leading,improving_toward_leading,rrg_tail,stock_score
stock,Finolex Cables,FINCABLES.NS,Cables - Electricals,Capital Goods,17075.68,23.92,16.01,,stage_2,5,1116.5,896.35,5.15,0.04641,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,leading,100.86,100.68,-0.76,-0.73,False,False,2026-06-19 ratio=101.61 momentum=101.40; 2026-06-22 ratio=101.82 momentum=102.13; 2026-06-23 ratio=101.55 momentum=101.45; 2026-06-24 ratio=101.16 momentum=101.61; 2026-06-25 ratio=100.86 momentum=100.68,163.0
stock,KSH Internationa,KSHINTL.NS,Cables - Electricals,Capital Goods,5721.29,51.37,21.36,,insufficient_data,0,,,,,{},weakening,weakening,101.06,97.3,-0.53,-0.55,False,False,2026-06-19 ratio=101.59 momentum=97.84; 2026-06-22 ratio=101.32 momentum=100.13; 2026-06-23 ratio=101.37 momentum=96.79; 2026-06-24 ratio=101.01 momentum=96.02; 2026-06-25 ratio=101.06 momentum=97.30,5.3
stock,Universal Cables,UNIVCABLES.NS,Cables - Electricals,Capital Goods,4219.31,25.87,11.68,,stage_2,5,1216.1,867.24,5.68,0.05055,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,weakening,100.85,98.76,-0.55,1.1,False,False,2026-06-19 ratio=101.40 momentum=97.66; 2026-06-22 ratio=101.73 momentum=101.33; 2026-06-23 ratio=101.27 momentum=97.66; 2026-06-24 ratio=101.35 momentum=99.36; 2026-06-25 ratio=100.85 momentum=98.76,140.61
stock,V-Marc India,VMARCIND.NS,Cables - Electricals,Capital Goods,3859.69,38.57,41.38,,stage_2,5,1580.5,866.99,14.28,0.0657,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,weakening,101.34,99.77,-0.33,2.35,False,False,2026-06-19 ratio=101.67 momentum=97.42; 2026-06-22 ratio=101.63 momentum=99.77; 2026-06-23 ratio=101.68 momentum=100.19; 2026-06-24 ratio=101.52 momentum=99.78; 2026-06-25 ratio=101.34 momentum=99.77,160.26
stock,Paramount Comm.,PARACABLES.NS,Cables - Electricals,Capital Goods,2146.85,35.94,12.35,,stage_2,5,70.34,43.18,9.67,0.00292,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,weakening,101.13,100.69,-0.4,1.83,False,False,2026-06-19 ratio=101.53 momentum=98.86; 2026-06-22 ratio=101.27 momentum=99.27; 2026-06-23 ratio=101.09 momentum=96.56; 2026-06-24 ratio=101.15 momentum=99.59; 2026-06-25 ratio=101.13 momentum=100.69,173.44
stock,Dynamic Cables,DYCL.NS,Cables - Electricals,Capital Goods,1828.83,22.1,26.21,,not_stage_2,4,377.4,316.89,-0.37,0.01569,"{'price_above_30w_ma': True, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,leading,101.02,102.79,0.19,1.19,False,False,2026-06-19 ratio=100.83 momentum=101.60; 2026-06-22 ratio=100.72 momentum=101.64; 2026-06-23 ratio=100.69 momentum=101.41; 2026-06-24 ratio=100.33 momentum=101.24; 2026-06-25 ratio=101.02 momentum=102.79,119.05
stock,Quadrant Future,QUADFUTURE.NS,Cables - Electricals,Capital Goods,1794.0,,-15.85,,stage_2,5,448.5,311.44,3.43,0.01864,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,weakening,102.55,100.96,0.07,1.68,True,False,2026-06-19 ratio=102.48 momentum=99.28; 2026-06-22 ratio=102.45 momentum=98.89; 2026-06-23 ratio=102.12 momentum=99.06; 2026-06-24 ratio=102.94 momentum=100.90; 2026-06-25 ratio=102.55 momentum=100.96,179.41
stock,Godfrey Phillips,GODFRYPHLP.NS,Cigarettes & Tobacco Products,Fast Moving Consumer Goods,35053.78,22.98,32.84,,not_stage_2,0,2247.3,2257.69,-3.85,0.09342,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",lagging,weakening,99.69,97.68,-0.42,-1.03,False,False,2026-06-19 ratio=100.11 momentum=98.71; 2026-06-22 ratio=100.13 momentum=99.19; 2026-06-23 ratio=99.89 momentum=96.52; 2026-06-24 ratio=99.78 momentum=96.76; 2026-06-25 ratio=99.69 momentum=97.68,0.0
stock,VST Industries,VSTIND.NS,Cigarettes & Tobacco Products,Fast Moving Consumer Goods,4435.07,15.18,28.18,,stage_2,4,261.1,244.42,0.28,0.01085,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': False, 'near_52w_high': True}",weakening,weakening,100.17,96.7,-0.12,-1.28,False,False,2026-06-19 ratio=100.29 momentum=97.97; 2026-06-22 ratio=100.42 momentum=97.88; 2026-06-23 ratio=100.72 momentum=98.66; 2026-06-24 ratio=100.22 momentum=97.18; 2026-06-25 ratio=100.17 momentum=96.70,106.41
stock,Elitecon Inter.,ELITECON.NS,Cigarettes & Tobacco Products,Fast Moving Consumer Goods,4389.48,13.7,,,insufficient_data,0,,,,,{},insufficient_data,insufficient_data,,,,,False,False,,0.0
stock,Shanthala FMCG,SHANTHALA.NS,Cigarettes & Tobacco Products,Fast Moving Consumer Goods,17.38,13.69,5.98,,not_stage_2,2,25.95,28.38,-4.32,0.00108,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': False}",leading,lagging,100.65,101.35,2.71,1.62,True,False,2026-06-19 ratio=97.94 momentum=99.73; 2026-06-22 ratio=98.10 momentum=99.69; 2026-06-23 ratio=98.99 momentum=100.64; 2026-06-24 ratio=100.79 momentum=100.64; 2026-06-25 ratio=100.65 momentum=101.35,80.0
stock,Marc Technocrats,MARC.NS,Consulting Services,Services,152.01,14.39,29.41,,insufficient_data,0,,,,,{},leading,lagging,100.44,101.11,1.16,3.74,True,False,2026-06-18 ratio=99.28 momentum=97.37; 2026-06-22 ratio=99.69 momentum=99.23; 2026-06-23 ratio=100.73 momentum=101.63; 2026-06-24 ratio=101.06 momentum=101.88; 2026-06-25 ratio=100.44 momentum=101.11,37.75
stock,Mitcon Consult.,MITCON.NS,Consulting Services,Services,143.88,17.78,8.83,,stage_2,4,82.6,68.64,2.63,0.00343,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': False, 'near_52w_high': True}",weakening,weakening,100.21,96.06,0.11,-0.34,False,False,2026-06-19 ratio=100.10 momentum=96.40; 2026-06-22 ratio=100.20 momentum=96.76; 2026-06-23 ratio=99.97 momentum=96.88; 2026-06-24 ratio=100.25 momentum=96.57; 2026-06-25 ratio=100.21 momentum=96.06,111.31
stock,AAA Technologies,AAATECH.NS,Consulting Services,Services,122.06,59.25,8.93,,not_stage_2,2,95.16,98.36,0.7,0.00396,"{'price_above_30w_ma': False, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,improving,99.09,95.14,-0.53,-5.76,False,False,2026-06-19 ratio=99.62 momentum=100.89; 2026-06-22 ratio=98.90 momentum=99.58; 2026-06-23 ratio=99.19 momentum=98.39; 2026-06-24 ratio=98.67 momentum=98.10; 2026-06-25 ratio=99.09 momentum=95.14,41.4
stock,Dhruv Consultanc,DHRUV.NS,Consulting Services,Services,53.45,,-32.69,,not_stage_2,0,28.18,35.03,-7.62,0.00117,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",lagging,lagging,98.86,99.8,0.41,1.06,False,False,2026-06-19 ratio=98.46 momentum=98.74; 2026-06-22 ratio=98.87 momentum=100.35; 2026-06-23 ratio=99.30 momentum=102.85; 2026-06-24 ratio=98.96 momentum=101.51; 2026-06-25 ratio=98.86 momentum=99.80,0.0
stock,Manglam Infra,MIEL.NS,Consulting Services,Services,23.76,7.57,9.52,,insufficient_data,0,,,,,{},insufficient_data,insufficient_data,,,,,False,False,,0.0
stock,Physicswallah,PWL.NS,E-Learning,Consumer Services,36359.71,,4.02,,insufficient_data,0,,,,,{},leading,leading,102.26,101.44,-0.67,-2.41,False,False,2026-06-19 ratio=102.93 momentum=103.85; 2026-06-22 ratio=103.21 momentum=102.59; 2026-06-23 ratio=103.60 momentum=102.46; 2026-06-24 ratio=102.41 momentum=101.37; 2026-06-25 ratio=102.26 momentum=101.44,38.5
stock,Veranda Learning,VERANDA.NS,E-Learning,Consumer Services,2257.47,47.93,12.79,,stage_2,5,234.37,194.53,1.02,0.00974,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,weakening,100.52,98.77,-0.44,-0.21,False,False,2026-06-19 ratio=100.95 momentum=98.98; 2026-06-22 ratio=100.74 momentum=97.93; 2026-06-23 ratio=100.87 momentum=99.38; 2026-06-24 ratio=100.71 momentum=99.27; 2026-06-25 ratio=100.52 momentum=98.77,129.64
stock,Jaro Institute,JARO.NS,E-Learning,Consumer Services,1143.03,21.6,24.33,,not_stage_2,3,513.25,483.62,-2.67,0.02134,"{'price_above_30w_ma': True, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': False}",weakening,weakening,100.15,96.85,-0.22,1.13,False,False,2026-06-19 ratio=100.36 momentum=95.72; 2026-06-22 ratio=100.42 momentum=96.93; 2026-06-23 ratio=100.88 momentum=99.40; 2026-06-24 ratio=100.39 momentum=97.58; 2026-06-25 ratio=100.15 momentum=96.85,60.75
stock,Addictive Learn,ADDICTIVE.NS,E-Learning,Consumer Services,68.33,,-0.11,,insufficient_data,0,,,,,{},insufficient_data,insufficient_data,,,,,False,False,,0.0
stock,G-Tec Janix,GTECJAINX.NS,E-Learning,Consumer Services,29.89,,-36.32,,stage_2,5,29.34,21.84,4.2,0.00122,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,weakening,101.01,97.11,0.75,0.5,False,False,2026-06-19 ratio=100.26 momentum=96.61; 2026-06-22 ratio=100.42 momentum=96.02; 2026-06-23 ratio=100.66 momentum=96.54; 2026-06-24 ratio=100.82 momentum=96.79; 2026-06-25 ratio=101.01 momentum=97.11,138.45
stock,Usha Mart. Edu.,UMESLTD.NS,E-Learning,Consumer Services,14.74,35.95,5.23,,stage_2,4,5.58,5.37,1.82,0.00023,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,leading,99.86,99.32,-0.18,-0.92,False,False,2026-06-19 ratio=100.04 momentum=100.23; 2026-06-22 ratio=99.63 momentum=99.32; 2026-06-23 ratio=100.23 momentum=103.73; 2026-06-24 ratio=100.00 momentum=102.01; 2026-06-25 ratio=99.86 momentum=99.32,108.64
stock,Docmode Health,DHTL.NS,E-Learning,Consumer Services,12.73,,-0.29,,not_stage_2,0,40.5,52.24,-14.75,0.00168,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",lagging,lagging,98.92,94.7,-0.05,-1.94,False,False,2026-06-19 ratio=98.96 momentum=96.64; 2026-06-22 ratio=98.92 momentum=96.39; 2026-06-23 ratio=99.02 momentum=97.43; 2026-06-24 ratio=98.93 momentum=94.85; 2026-06-25 ratio=98.92 momentum=94.70,0.0
stock,PVR Inox,PVRINOX.NS,"Film Production, Distribution & Exhibition","Media, Entertainment & Publication",9686.44,40.91,6.96,,not_stage_2,1,986.4,999.76,-1.79,0.041,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",improving,lagging,99.64,100.46,0.76,2.76,False,True,2026-06-19 ratio=98.88 momentum=97.70; 2026-06-22 ratio=99.49 momentum=98.58; 2026-06-23 ratio=99.60 momentum=99.02; 2026-06-24 ratio=99.78 momentum=100.12; 2026-06-25 ratio=99.64 momentum=100.46,22.3
stock,Media Matrix,MMWL.NS,"Film Production, Distribution & Exhibition","Media, Entertainment & Publication",1539.4,263.15,9.78,,insufficient_data,0,,,,,{},insufficient_data,insufficient_data,,,,,False,False,,0.0
stock,Connplex Cinemas,CONNPLEX.NS,"Film Production, Distribution & Exhibition","Media, Entertainment & Publication",391.07,15.0,43.57,,insufficient_data,0,,,,,{},insufficient_data,insufficient_data,,,,,False,False,,0.0
stock,UFO Moviez,UFO.NS,"Film Production, Distribution & Exhibition","Media, Entertainment & Publication",280.08,11.24,12.18,,not_stage_2,1,72.14,73.31,-1.79,0.003,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,lagging,99.03,96.65,-0.85,0.7,False,False,2026-06-19 ratio=99.89 momentum=95.95; 2026-06-22 ratio=100.16 momentum=98.15; 2026-06-23 ratio=100.44 momentum=98.89; 2026-06-24 ratio=100.00 momentum=98.13; 2026-06-25 ratio=99.03 momentum=96.65,20.0
stock,Cineline India,CINELINE.NS,"Film Production, Distribution & Exhibition","Media, Entertainment & Publication",267.72,22.35,10.86,,not_stage_2,1,78.13,84.31,-0.78,0.00325,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,lagging,98.41,98.54,-0.13,-0.55,False,False,2026-06-19 ratio=98.54 momentum=99.10; 2026-06-22 ratio=98.47 momentum=99.58; 2026-06-23 ratio=98.16 momentum=98.11; 2026-06-24 ratio=98.71 momentum=99.67; 2026-06-25 ratio=98.41 momentum=98.54,20.0
stock,Tips Films,TIPSFILMS.NS,"Film Production, Distribution & Exhibition","Media, Entertainment & Publication",143.07,,-6.69,,not_stage_2,0,330.95,371.4,-2.03,0.01376,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",lagging,lagging,97.44,97.06,-0.95,1.18,False,False,2026-06-19 ratio=98.39 momentum=95.88; 2026-06-22 ratio=98.25 momentum=96.80; 2026-06-23 ratio=97.87 momentum=96.51; 2026-06-24 ratio=97.56 momentum=96.54; 2026-06-25 ratio=97.44 momentum=97.06,0.0
stock,Mukta Arts,MUKTAARTS.NS,"Film Production, Distribution & Exhibition","Media, Entertainment & Publication",137.75,,11.17,,not_stage_2,3,60.99,57.06,-0.8,0.00254,"{'price_above_30w_ma': True, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': False}",weakening,weakening,100.35,97.94,-0.81,0.32,False,False,2026-06-19 ratio=101.17 momentum=97.62; 2026-06-22 ratio=101.12 momentum=99.22; 2026-06-23 ratio=100.58 momentum=97.11; 2026-06-24 ratio=100.40 momentum=97.71; 2026-06-25 ratio=100.35 momentum=97.94,61.75
stock,Vels Film,VELS.NS,"Film Production, Distribution & Exhibition","Media, Entertainment & Publication",90.16,,-12.43,,stage_2,5,69.85,60.72,1.4,0.0029,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,weakening,100.66,99.32,0.62,1.44,False,False,2026-06-19 ratio=100.04 momentum=97.89; 2026-06-22 ratio=99.86 momentum=97.14; 2026-06-23 ratio=100.18 momentum=98.04; 2026-06-24 ratio=99.74 momentum=96.63; 2026-06-25 ratio=100.66 momentum=99.32,131.1
stock,Baweja Studios L,BAWEJA.NS,"Film Production, Distribution & Exhibition","Media, Entertainment & Publication",55.1,9.06,7.94,,not_stage_2,0,29.9,32.56,-4.34,0.00124,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",lagging,lagging,99.22,97.9,0.46,1.6,False,False,2026-06-19 ratio=98.76 momentum=96.30; 2026-06-22 ratio=98.79 momentum=97.03; 2026-06-23 ratio=99.01 momentum=97.40; 2026-06-24 ratio=98.67 momentum=97.33; 2026-06-25 ratio=99.22 momentum=97.90,0.0
stock,Prit Nandy Comm.,PNC.NS,"Film Production, Distribution & Exhibition","Media, Entertainment & Publication",32.74,6.59,-0.13,,not_stage_2,2,22.63,22.87,-3.89,0.00094,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': False}",leading,leading,101.63,102.66,-0.21,-0.19,False,False,2026-06-19 ratio=101.84 momentum=102.85; 2026-06-22 ratio=101.49 momentum=101.89; 2026-06-23 ratio=101.23 momentum=101.50; 2026-06-24 ratio=100.68 momentum=101.22; 2026-06-25 ratio=101.63 momentum=102.66,81.45
stock,Metro Brands,METROBRAND.NS,Footwear,Consumer Durables,28109.26,68.36,20.18,,not_stage_2,1,1031.3,1041.9,-1.4,0.04287,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",improving,lagging,99.33,100.2,-0.49,2.01,False,False,2026-06-19 ratio=99.82 momentum=98.19; 2026-06-22 ratio=99.87 momentum=100.05; 2026-06-23 ratio=100.44 momentum=101.12; 2026-06-24 ratio=99.75 momentum=100.36; 2026-06-25 ratio=99.33 momentum=100.20,21.0
stock,Relaxo Footwear,RELAXO.NS,Footwear,Consumer Durables,10294.86,57.43,11.07,,not_stage_2,4,413.55,342.53,-2.22,0.01719,"{'price_above_30w_ma': True, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,weakening,103.18,102.82,1.5,3.74,True,False,2026-06-19 ratio=101.68 momentum=99.08; 2026-06-22 ratio=101.57 momentum=100.13; 2026-06-23 ratio=101.96 momentum=97.38; 2026-06-24 ratio=101.91 momentum=97.84; 2026-06-25 ratio=103.18 momentum=102.82,140.0
stock,Bata India,BATAINDIA.NS,Footwear,Consumer Durables,9191.0,55.45,12.18,,not_stage_2,2,715.1,783.85,-5.21,0.02973,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': False}",leading,leading,100.08,100.83,-1.36,-0.91,False,False,2026-06-19 ratio=101.44 momentum=101.75; 2026-06-22 ratio=100.66 momentum=101.12; 2026-06-23 ratio=101.06 momentum=101.21; 2026-06-24 ratio=100.10 momentum=100.67; 2026-06-25 ratio=100.08 momentum=100.83,64.55
stock,Redtape,REDTAPE.NS,Footwear,Consumer Durables,7567.94,31.46,24.11,,stage_2,5,136.9,125.11,0.24,0.00569,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,weakening,100.59,98.82,0.26,1.65,False,False,2026-06-19 ratio=100.34 momentum=97.18; 2026-06-22 ratio=100.45 momentum=97.77; 2026-06-23 ratio=100.33 momentum=96.69; 2026-06-24 ratio=100.11 momentum=97.59; 2026-06-25 ratio=100.59 momentum=98.82,128.43
stock,Campus Activewe.,CAMPUS.NS,Footwear,Consumer Durables,7269.97,48.44,21.25,,not_stage_2,1,237.85,249.28,-1.7,0.00989,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,lagging,98.95,99.49,0.12,2.07,False,False,2026-06-19 ratio=98.83 momentum=97.42; 2026-06-22 ratio=98.62 momentum=97.37; 2026-06-23 ratio=98.68 momentum=97.61; 2026-06-24 ratio=98.27 momentum=97.18; 2026-06-25 ratio=98.95 momentum=99.49,20.0
stock,Sreeleathers,SREEL.NS,Footwear,Consumer Durables,505.27,17.56,8.0,,not_stage_2,4,218.21,200.87,-1.22,0.00907,"{'price_above_30w_ma': True, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,leading,102.1,101.47,-0.34,0.11,False,False,2026-06-19 ratio=102.44 momentum=101.37; 2026-06-22 ratio=102.45 momentum=101.20; 2026-06-23 ratio=101.88 momentum=100.15; 2026-06-24 ratio=101.86 momentum=100.18; 2026-06-25 ratio=102.10 momentum=101.47,117.85
stock,Liberty Shoes,LIBERTSHOE.NS,Footwear,Consumer Durables,459.38,41.46,7.91,,not_stage_2,3,269.59,254.94,-2.64,0.01121,"{'price_above_30w_ma': True, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': False}",leading,leading,102.18,102.71,1.29,1.76,False,False,2026-06-19 ratio=100.90 momentum=100.95; 2026-06-22 ratio=101.11 momentum=101.36; 2026-06-23 ratio=100.78 momentum=101.52; 2026-06-24 ratio=100.67 momentum=101.73; 2026-06-25 ratio=102.18 momentum=102.71,104.45
stock,Brandman Retail,BRANDMAN.NS,Footwear,Consumer Durables,313.77,12.4,36.81,,insufficient_data,0,,,,,{},insufficient_data,insufficient_data,,,,,False,False,,0.0
stock,Khadim India,KHADIM.NS,Footwear,Consumer Durables,200.12,47.88,6.87,,not_stage_2,2,108.89,127.72,-10.76,0.00453,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': False}",leading,leading,100.77,108.71,0.16,8.07,False,False,2026-06-19 ratio=100.61 momentum=100.64; 2026-06-22 ratio=100.47 momentum=100.40; 2026-06-23 ratio=100.71 momentum=101.32; 2026-06-24 ratio=100.74 momentum=102.41; 2026-06-25 ratio=100.77 momentum=108.71,107.4
stock,ICICI Lombard,ICICIGI.NS,General Insurance,Financial Services,90529.88,35.1,21.88,,not_stage_2,2,1813.6,1844.82,-1.53,0.07539,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': False, 'near_52w_high': True}",improving,leading,99.9,100.82,-1.67,-0.82,False,False,2026-06-19 ratio=101.57 momentum=101.64; 2026-06-22 ratio=101.09 momentum=101.12; 2026-06-23 ratio=100.89 momentum=100.17; 2026-06-24 ratio=100.18 momentum=100.66; 2026-06-25 ratio=99.90 momentum=100.82,44.1
stock,General Insuranc,GICRE.NS,General Insurance,Financial Services,63325.07,6.55,17.35,,not_stage_2,1,360.95,378.81,-0.33,0.015,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,lagging,97.76,99.8,-0.16,1.68,False,False,2026-06-19 ratio=97.93 momentum=98.12; 2026-06-22 ratio=97.98 momentum=98.30; 2026-06-23 ratio=98.32 momentum=98.03; 2026-06-24 ratio=97.86 momentum=98.45; 2026-06-25 ratio=97.76 momentum=99.80,20.0
stock,Star Health Insu,STARHEALTH.NS,General Insurance,Financial Services,33958.5,60.97,8.57,,stage_2,5,577.1,483.68,1.49,0.02399,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,leading,102.05,101.03,-0.59,-0.88,False,False,2026-06-19 ratio=102.64 momentum=101.90; 2026-06-22 ratio=102.48 momentum=101.60; 2026-06-23 ratio=102.69 momentum=101.70; 2026-06-24 ratio=102.03 momentum=100.79; 2026-06-25 ratio=102.05 momentum=101.03,163.38
stock,New India Assura,NIACL.NS,General Insurance,Financial Services,30427.02,21.54,3.87,,not_stage_2,4,184.63,154.25,-0.34,0.00768,"{'price_above_30w_ma': True, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,leading,101.56,101.29,-2.47,-1.85,False,False,2026-06-19 ratio=104.03 momentum=103.14; 2026-06-22 ratio=104.24 momentum=102.59; 2026-06-23 ratio=102.83 momentum=101.69; 2026-06-24 ratio=101.97 momentum=101.28; 2026-06-25 ratio=101.56 momentum=101.29,114.25
stock,Go Digit General,GODIGIT.NS,General Insurance,Financial Services,28906.86,53.1,13.06,,not_stage_2,2,312.65,324.1,-1.93,0.013,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': False, 'near_52w_high': True}",leading,lagging,100.09,100.82,0.98,1.66,True,False,2026-06-19 ratio=99.11 momentum=99.16; 2026-06-22 ratio=100.74 momentum=101.21; 2026-06-23 ratio=100.98 momentum=101.54; 2026-06-24 ratio=100.68 momentum=101.68; 2026-06-25 ratio=100.09 momentum=100.82,74.55
stock,Niva Bupa Health,NIVABUPA.NS,General Insurance,Financial Services,15679.65,119.89,3.45,,stage_2,5,84.79,77.63,1.55,0.00352,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,leading,100.58,97.05,-0.71,-3.23,False,False,2026-06-19 ratio=101.29 momentum=100.28; 2026-06-22 ratio=101.16 momentum=100.00; 2026-06-23 ratio=101.35 momentum=99.71; 2026-06-24 ratio=101.07 momentum=97.46; 2026-06-25 ratio=100.58 momentum=97.05,131.0
stock,LG Electronics,LGEINDIA.NS,Household Appliances,Consumer Durables,106655.51,63.29,32.23,,not_stage_2,4,1571.3,1522.42,-0.65,0.06532,"{'price_above_30w_ma': True, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,leading,100.17,99.29,-2.14,-4.37,False,False,2026-06-19 ratio=102.30 momentum=103.66; 2026-06-22 ratio=101.17 momentum=100.67; 2026-06-23 ratio=101.26 momentum=100.36; 2026-06-24 ratio=100.10 momentum=98.68; 2026-06-25 ratio=100.17 momentum=99.29,80.85
stock,Voltas,VOLTAS.NS,Household Appliances,Consumer Durables,43094.43,109.7,9.04,,not_stage_2,1,1302.4,1373.5,-0.52,0.05414,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,improving,99.3,98.52,-0.66,-2.37,False,False,2026-06-19 ratio=99.97 momentum=100.88; 2026-06-22 ratio=100.03 momentum=101.84; 2026-06-23 ratio=99.85 momentum=99.08; 2026-06-24 ratio=99.42 momentum=98.17; 2026-06-25 ratio=99.30 momentum=98.52,20.0
stock,Blue Star,BLUESTARCO.NS,Household Appliances,Consumer Durables,33663.25,60.46,21.17,,not_stage_2,1,1637.2,1757.33,-1.11,0.06806,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",improving,improving,99.16,100.87,-0.37,-0.91,False,False,2026-06-19 ratio=99.52 momentum=101.77; 2026-06-22 ratio=99.40 momentum=101.85; 2026-06-23 ratio=99.59 momentum=101.96; 2026-06-24 ratio=99.33 momentum=100.71; 2026-06-25 ratio=99.16 momentum=100.87,24.35
