level,name,symbol,parent,sector,market_cap_cr,pe,roce,error,stage,stage2_score,close,weekly_ma,weekly_ma_slope_4w_pct,rs_vs_benchmark,checks,rrg_quadrant,rrg_quadrant_5d_ago,rs_ratio,rs_momentum,rs_ratio_5d_delta,rs_momentum_5d_delta,moving_to_leading,improving_toward_leading,rrg_tail,stock_score
stock,Balaji Telefilms,BALAJITELE.NS,Media & Entertainment,"Media, Entertainment & Publication",1075.91,,-9.54,,not_stage_2,0,88.26,96.7,-4.23,0.00367,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",improving,lagging,99.17,100.08,-0.08,0.71,False,False,2026-06-19 ratio=99.25 momentum=99.37; 2026-06-22 ratio=99.01 momentum=98.60; 2026-06-23 ratio=99.09 momentum=98.78; 2026-06-24 ratio=98.99 momentum=99.11; 2026-06-25 ratio=99.17 momentum=100.08,0.4
stock,Ent.Network,ENIL.NS,Media & Entertainment,"Media, Entertainment & Publication",516.94,265.1,-0.75,,not_stage_2,0,108.44,111.68,-2.26,0.00451,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",lagging,lagging,98.56,97.1,-0.56,-1.53,False,False,2026-06-19 ratio=99.12 momentum=98.63; 2026-06-22 ratio=99.09 momentum=97.13; 2026-06-23 ratio=98.76 momentum=95.95; 2026-06-24 ratio=98.43 momentum=95.27; 2026-06-25 ratio=98.56 momentum=97.10,0.0
stock,Basilic Fly Stud,BASILIC.NS,Media & Entertainment,"Media, Entertainment & Publication",516.29,10.11,22.32,,not_stage_2,0,204.35,248.29,-7.15,0.00849,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",lagging,lagging,98.55,98.07,-0.02,-0.95,False,False,2026-06-19 ratio=98.58 momentum=99.02; 2026-06-22 ratio=98.36 momentum=98.30; 2026-06-23 ratio=99.00 momentum=99.83; 2026-06-24 ratio=98.51 momentum=97.47; 2026-06-25 ratio=98.55 momentum=98.07,0.0
stock,Gretex Industrie,GRETEX.NS,Media & Entertainment,"Media, Entertainment & Publication",410.91,293.51,3.01,,not_stage_2,3,265.0,243.75,3.59,0.01102,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",improving,improving,99.66,101.43,0.1,-0.92,False,False,2026-06-19 ratio=99.56 momentum=102.35; 2026-06-22 ratio=99.54 momentum=101.09; 2026-06-23 ratio=99.73 momentum=102.04; 2026-06-24 ratio=99.65 momentum=101.57; 2026-06-25 ratio=99.66 momentum=101.43,74.33
stock,Shemaroo Entert.,SHEMAROO.NS,Media & Entertainment,"Media, Entertainment & Publication",368.52,,-39.45,,stage_2,5,128.27,103.86,1.24,0.00533,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,leading,101.69,99.19,-0.91,-1.24,False,False,2026-06-19 ratio=102.61 momentum=100.43; 2026-06-22 ratio=103.00 momentum=102.30; 2026-06-23 ratio=102.34 momentum=101.50; 2026-06-24 ratio=101.64 momentum=98.91; 2026-06-25 ratio=101.69 momentum=99.19,135.93
stock,Phantom Digital,PHANTOMFX.NS,Media & Entertainment,"Media, Entertainment & Publication",293.06,8.98,17.61,,not_stage_2,0,184.05,204.87,-5.73,0.00765,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",improving,lagging,99.41,102.93,0.65,3.55,False,True,2026-06-19 ratio=98.76 momentum=99.38; 2026-06-22 ratio=98.97 momentum=100.77; 2026-06-23 ratio=99.29 momentum=102.96; 2026-06-24 ratio=99.22 momentum=102.25; 2026-06-25 ratio=99.41 momentum=102.93,14.65
stock,Poly Medicure,POLYMED.NS,Medical Equipment & Supplies,Healthcare,16726.34,51.11,14.04,,not_stage_2,3,1650.2,1513.01,-3.17,0.0686,"{'price_above_30w_ma': True, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': False}",leading,leading,101.41,101.54,0.68,-0.77,False,False,2026-06-19 ratio=100.73 momentum=102.31; 2026-06-22 ratio=101.85 momentum=104.43; 2026-06-23 ratio=101.73 momentum=102.38; 2026-06-24 ratio=101.51 momentum=102.95; 2026-06-25 ratio=101.41 momentum=101.54,94.75
stock,Fischer Medical,FISCHER.NS,Medical Equipment & Supplies,Healthcare,2419.09,77.98,11.43,,not_stage_2,2,36.96,38.9,-7.86,0.00154,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': False}",leading,improving,100.15,102.08,0.64,0.4,True,False,2026-06-19 ratio=99.51 momentum=101.67; 2026-06-22 ratio=99.10 momentum=101.52; 2026-06-23 ratio=99.34 momentum=103.61; 2026-06-24 ratio=99.71 momentum=105.39; 2026-06-25 ratio=100.15 momentum=102.08,81.15
stock,Tarsons Products,TARSONS.NS,Medical Equipment & Supplies,Healthcare,1378.2,91.51,4.56,,not_stage_2,3,259.03,211.37,-0.25,0.01077,"{'price_above_30w_ma': True, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': False}",leading,leading,101.96,101.4,-1.01,0.12,False,False,2026-06-19 ratio=102.97 momentum=101.28; 2026-06-22 ratio=103.05 momentum=101.41; 2026-06-23 ratio=102.58 momentum=100.80; 2026-06-24 ratio=102.06 momentum=101.01; 2026-06-25 ratio=101.96 momentum=101.40,96.8
stock,Q-Line Biotech,QLINE.NS,Medical Equipment & Supplies,Healthcare,1274.89,22.57,22.46,,insufficient_data,0,,,,,{},insufficient_data,insufficient_data,,,,,False,False,,0.0
stock,Laxmi Dental,LAXMIDENTL.NS,Medical Equipment & Supplies,Healthcare,1235.33,36.94,14.86,,not_stage_2,3,224.76,214.93,-4.32,0.00934,"{'price_above_30w_ma': True, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': False}",weakening,weakening,100.44,99.15,-0.09,2.85,False,False,2026-06-19 ratio=100.52 momentum=96.30; 2026-06-22 ratio=100.55 momentum=97.03; 2026-06-23 ratio=100.65 momentum=97.11; 2026-06-24 ratio=100.48 momentum=98.07; 2026-06-25 ratio=100.44 momentum=99.15,62.2
stock,OSEL Devices,OSELDEVICE.NS,Medical Equipment & Supplies,Healthcare,828.87,28.34,24.4,,insufficient_data,0,,,,,{},insufficient_data,insufficient_data,,,,,False,False,,0.0
stock,Vasa Denticity,DENTALKART.NS,Medical Equipment & Supplies,Healthcare,647.52,60.07,9.21,,not_stage_2,0,373.35,468.14,-5.59,0.01552,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",lagging,lagging,98.78,94.54,-0.15,-1.91,False,False,2026-06-19 ratio=98.92 momentum=96.46; 2026-06-22 ratio=99.06 momentum=96.30; 2026-06-23 ratio=99.09 momentum=96.94; 2026-06-24 ratio=98.65 momentum=96.53; 2026-06-25 ratio=98.78 momentum=94.54,0.0
stock,Aprameya Enginee,APRAMEYA.NS,Medical Equipment & Supplies,Healthcare,287.5,57.04,12.64,,insufficient_data,0,,,,,{},insufficient_data,insufficient_data,,,,,False,False,,0.0
stock,Nureca,NURECA.NS,Medical Equipment & Supplies,Healthcare,229.29,110.24,3.28,,not_stage_2,1,240.3,270.7,-1.88,0.00999,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",improving,lagging,98.89,101.66,0.32,5.63,False,True,2026-06-19 ratio=98.57 momentum=96.03; 2026-06-22 ratio=98.65 momentum=100.65; 2026-06-23 ratio=98.75 momentum=100.80; 2026-06-24 ratio=98.79 momentum=101.94; 2026-06-25 ratio=98.89 momentum=101.66,28.3
stock,QMS Medical,QMSMEDI.NS,Medical Equipment & Supplies,Healthcare,197.73,19.52,13.18,,stage_2,5,102.25,87.49,0.65,0.00425,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,leading,101.61,100.17,-0.87,-0.32,False,False,2026-06-19 ratio=102.48 momentum=100.48; 2026-06-22 ratio=102.55 momentum=101.08; 2026-06-23 ratio=101.65 momentum=99.02; 2026-06-24 ratio=101.89 momentum=100.10; 2026-06-25 ratio=101.61 momentum=100.17,155.2
stock,CreditAcc. Gram.,CREDITACC.NS,Microfinance Institutions,Financial Services,23434.75,30.14,9.98,,stage_2,5,1462.3,1285.94,0.09,0.06079,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,leading,101.56,103.82,0.48,1.95,False,False,2026-06-19 ratio=101.09 momentum=101.87; 2026-06-22 ratio=101.04 momentum=102.21; 2026-06-23 ratio=100.70 momentum=101.14; 2026-06-24 ratio=101.64 momentum=103.32; 2026-06-25 ratio=101.56 momentum=103.82,172.08
stock,Muthoot Microfin,MUTHOOTMF.NS,Microfinance Institutions,Financial Services,3589.71,21.08,9.3,,stage_2,5,210.55,178.29,1.56,0.00875,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,leading,101.87,103.29,0.33,1.38,False,False,2026-06-19 ratio=101.54 momentum=101.91; 2026-06-22 ratio=101.40 momentum=101.77; 2026-06-23 ratio=101.35 momentum=101.50; 2026-06-24 ratio=102.35 momentum=102.68; 2026-06-25 ratio=101.87 momentum=103.29,173.92
stock,Fusion Finance,FUSION.NS,Microfinance Institutions,Financial Services,3116.78,225.04,5.92,,stage_2,5,192.77,174.64,0.75,0.00801,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,lagging,100.57,104.33,0.74,5.06,True,False,2026-06-19 ratio=99.83 momentum=99.28; 2026-06-22 ratio=99.68 momentum=100.25; 2026-06-23 ratio=99.70 momentum=99.67; 2026-06-24 ratio=99.84 momentum=100.92; 2026-06-25 ratio=100.57 momentum=104.33,181.0
stock,Satin Creditcare,SATIN.NS,Microfinance Institutions,Financial Services,2552.21,7.68,13.84,,stage_2,5,231.03,171.82,6.79,0.0096,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,weakening,100.64,97.37,-0.3,0.13,False,False,2026-06-19 ratio=100.94 momentum=97.24; 2026-06-22 ratio=100.90 momentum=97.05; 2026-06-23 ratio=100.84 momentum=94.41; 2026-06-24 ratio=100.97 momentum=93.58; 2026-06-25 ratio=100.64 momentum=97.37,141.78
stock,Spandana Sphoort,SPANDANA.NS,Microfinance Institutions,Financial Services,2117.37,,-5.04,,not_stage_2,4,266.8,244.23,-0.65,0.01109,"{'price_above_30w_ma': True, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,weakening,100.9,102.82,0.48,4.34,True,False,2026-06-19 ratio=100.42 momentum=98.48; 2026-06-22 ratio=100.76 momentum=101.69; 2026-06-23 ratio=100.50 momentum=100.43; 2026-06-24 ratio=100.79 momentum=101.76; 2026-06-25 ratio=100.90 momentum=102.82,128.6
stock,Bajaj Finance,BAJFINANCE.NS,Non Banking Financial Company (NBFC),Financial Services,610392.56,31.78,10.82,,not_stage_2,4,980.4,943.41,-1.31,0.04075,"{'price_above_30w_ma': True, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,leading,102.05,105.37,0.21,3.38,False,False,2026-06-19 ratio=101.84 momentum=101.99; 2026-06-22 ratio=101.88 momentum=102.60; 2026-06-23 ratio=102.02 momentum=102.31; 2026-06-24 ratio=102.73 momentum=103.28; 2026-06-25 ratio=102.05 momentum=105.37,137.1
stock,Shriram Finance,SHRIRAMFIN.NS,Non Banking Financial Company (NBFC),Financial Services,242773.78,24.21,11.49,,stage_2,5,1031.8,976.02,2.13,0.04289,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,leading,101.72,107.35,0.88,5.87,False,False,2026-06-19 ratio=100.84 momentum=101.49; 2026-06-22 ratio=100.49 momentum=101.77; 2026-06-23 ratio=100.86 momentum=101.91; 2026-06-24 ratio=101.41 momentum=103.44; 2026-06-25 ratio=101.72 momentum=107.35,194.61
stock,Tata Capital,TATACAP.NS,Non Banking Financial Company (NBFC),Financial Services,154364.66,31.64,8.58,,stage_2,5,363.65,332.73,0.79,0.01512,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,leading,102.4,101.96,-1.07,-2.13,False,False,2026-06-19 ratio=103.47 momentum=104.09; 2026-06-22 ratio=102.29 momentum=102.82; 2026-06-23 ratio=102.19 momentum=101.49; 2026-06-24 ratio=101.97 momentum=101.36; 2026-06-25 ratio=102.40 momentum=101.96,168.38
stock,Cholaman.Inv.&Fn,CHOLAFIN.NS,Non Banking Financial Company (NBFC),Financial Services,153397.39,29.32,9.7,,not_stage_2,4,1799.2,1621.43,-0.51,0.07479,"{'price_above_30w_ma': True, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,leading,102.78,106.12,0.62,4.3,False,False,2026-06-19 ratio=102.16 momentum=101.83; 2026-06-22 ratio=102.32 momentum=102.54; 2026-06-23 ratio=102.55 momentum=102.31; 2026-06-24 ratio=103.02 momentum=103.45; 2026-06-25 ratio=102.78 momentum=106.12,144.5
stock,Muthoot Finance,MUTHOOTFIN.NS,Non Banking Financial Company (NBFC),Financial Services,121468.3,11.47,15.77,,not_stage_2,1,3025.6,3491.91,-1.86,0.12577,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",improving,improving,98.09,103.47,-0.37,2.77,False,False,2026-06-19 ratio=98.46 momentum=100.70; 2026-06-22 ratio=98.98 momentum=102.99; 2026-06-23 ratio=98.68 momentum=102.22; 2026-06-24 ratio=98.64 momentum=103.70; 2026-06-25 ratio=98.09 momentum=103.47,37.35
stock,L&T Finance Ltd,LTF.NS,Non Banking Financial Company (NBFC),Financial Services,74914.64,24.95,8.4,,not_stage_2,4,299.0,285.03,-0.8,0.01243,"{'price_above_30w_ma': True, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,leading,101.68,105.23,1.29,4.45,False,False,2026-06-19 ratio=100.39 momentum=100.78; 2026-06-22 ratio=100.51 momentum=101.38; 2026-06-23 ratio=100.60 momentum=101.29; 2026-06-24 ratio=101.52 momentum=103.13; 2026-06-25 ratio=101.68 momentum=105.23,134.55
stock,HDB FINANC SER,HDBFS.NS,Non Banking Financial Company (NBFC),Financial Services,61742.66,24.28,9.09,,not_stage_2,4,743.55,692.8,-0.97,0.03091,"{'price_above_30w_ma': True, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,leading,102.71,103.65,0.53,1.65,False,False,2026-06-19 ratio=102.18 momentum=102.01; 2026-06-22 ratio=102.20 momentum=102.21; 2026-06-23 ratio=102.84 momentum=102.73; 2026-06-24 ratio=102.31 momentum=102.83; 2026-06-25 ratio=102.71 momentum=103.65,131.8
stock,SBI Cards,SBICARD.NS,Non Banking Financial Company (NBFC),Financial Services,59461.63,27.44,10.1,,not_stage_2,0,624.85,724.27,-4.75,0.02597,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",improving,improving,99.54,104.35,0.42,2.65,False,True,2026-06-19 ratio=99.11 momentum=101.70; 2026-06-22 ratio=99.48 momentum=102.79; 2026-06-23 ratio=98.98 momentum=101.30; 2026-06-24 ratio=98.84 momentum=101.25; 2026-06-25 ratio=99.54 momentum=104.35,21.75
stock,Sundaram Finance,SUNDARMFIN.NS,Non Banking Financial Company (NBFC),Financial Services,51408.87,24.31,9.45,,not_stage_2,3,4627.1,4867.04,-1.08,0.19235,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,improving,100.31,103.59,0.78,0.47,True,False,2026-06-19 ratio=99.53 momentum=103.12; 2026-06-22 ratio=99.77 momentum=103.45; 2026-06-23 ratio=99.83 momentum=102.57; 2026-06-24 ratio=100.19 momentum=102.64; 2026-06-25 ratio=100.31 momentum=103.59,109.5
stock,M & M Fin. Serv.,M&MFIN.NS,Non Banking Financial Company (NBFC),Financial Services,45667.5,15.46,8.72,,not_stage_2,3,328.55,336.09,-1.3,0.01366,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,lagging,101.55,104.13,2.46,4.15,True,False,2026-06-19 ratio=99.09 momentum=99.99; 2026-06-22 ratio=99.01 momentum=100.99; 2026-06-23 ratio=99.07 momentum=100.43; 2026-06-24 ratio=100.34 momentum=104.19; 2026-06-25 ratio=101.55 momentum=104.13,118.4
stock,Jindal Drilling,JINDRILL.NS,Offshore Support Solution Drilling,"Oil, Gas & Consumable Fuels",1603.46,7.5,15.4,,not_stage_2,3,553.3,531.83,0.66,0.023,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,lagging,99.25,95.35,-0.64,-1.45,False,False,2026-06-19 ratio=99.89 momentum=96.80; 2026-06-22 ratio=99.89 momentum=97.24; 2026-06-23 ratio=99.86 momentum=96.97; 2026-06-24 ratio=99.49 momentum=96.57; 2026-06-25 ratio=99.25 momentum=95.35,61.32
stock,Dolphin Offshore,DOLPHIN.NS,Offshore Support Solution Drilling,"Oil, Gas & Consumable Fuels",1489.17,21.73,14.92,,not_stage_2,2,372.25,410.53,0.4,0.01547,"{'price_above_30w_ma': False, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,lagging,97.43,95.14,-0.74,-2.66,False,False,2026-06-19 ratio=98.17 momentum=97.79; 2026-06-22 ratio=98.02 momentum=97.27; 2026-06-23 ratio=98.26 momentum=97.89; 2026-06-24 ratio=97.68 momentum=95.22; 2026-06-25 ratio=97.43 momentum=95.14,40.8
stock,Alphageo (India),ALPHAGEO.NS,Offshore Support Solution Drilling,"Oil, Gas & Consumable Fuels",126.54,,-6.96,,not_stage_2,0,198.81,211.49,-2.14,0.00826,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",lagging,lagging,97.84,96.75,-0.79,-0.24,False,False,2026-06-19 ratio=98.63 momentum=96.99; 2026-06-22 ratio=98.65 momentum=96.56; 2026-06-23 ratio=99.35 momentum=100.26; 2026-06-24 ratio=98.55 momentum=99.38; 2026-06-25 ratio=97.84 momentum=96.75,0.0
stock,Aakash Explor.,AAKASH.NS,Offshore Support Solution Drilling,"Oil, Gas & Consumable Fuels",89.51,25.57,7.93,,not_stage_2,3,8.84,8.64,0.98,0.00037,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,weakening,99.86,96.34,-0.43,-0.88,False,False,2026-06-19 ratio=100.29 momentum=97.22; 2026-06-22 ratio=100.37 momentum=97.38; 2026-06-23 ratio=100.45 momentum=97.59; 2026-06-24 ratio=100.25 momentum=97.37; 2026-06-25 ratio=99.86 momentum=96.34,61.96
stock,Aban Offshore,ABAN.NS,Offshore Support Solution Drilling,"Oil, Gas & Consumable Fuels",80.95,,,,not_stage_2,0,13.87,20.63,-11.8,0.00058,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",lagging,lagging,98.19,96.43,-0.12,-0.96,False,False,2026-06-19 ratio=98.31 momentum=97.39; 2026-06-22 ratio=97.97 momentum=97.25; 2026-06-23 ratio=98.12 momentum=97.76; 2026-06-24 ratio=98.12 momentum=97.35; 2026-06-25 ratio=98.19 momentum=96.43,0.0
stock,Deep Industries,DEEPINDS.NS,Oil Equipment & Services,"Oil, Gas & Consumable Fuels",3038.72,8.21,16.48,,not_stage_2,3,474.8,430.58,0.48,0.01974,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,weakening,99.44,94.86,-0.65,-1.45,False,False,2026-06-19 ratio=100.09 momentum=96.31; 2026-06-22 ratio=100.13 momentum=97.13; 2026-06-23 ratio=99.92 momentum=95.76; 2026-06-24 ratio=99.91 momentum=97.14; 2026-06-25 ratio=99.44 momentum=94.86,60.96
stock,Asian Energy,ASIANENE.NS,Oil Equipment & Services,"Oil, Gas & Consumable Fuels",1790.34,31.01,16.51,,stage_2,5,368.3,300.39,2.53,0.01531,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,weakening,100.87,97.67,-0.16,0.1,False,False,2026-06-19 ratio=101.03 momentum=97.57; 2026-06-22 ratio=101.16 momentum=97.86; 2026-06-23 ratio=101.24 momentum=97.25; 2026-06-24 ratio=101.03 momentum=97.78; 2026-06-25 ratio=100.87 momentum=97.67,134.41
stock,Oil Country,OILCOUNTUB.NS,Oil Equipment & Services,"Oil, Gas & Consumable Fuels",307.41,,-25.38,,not_stage_2,2,59.13,53.9,-1.31,0.00246,"{'price_above_30w_ma': True, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': False, 'near_52w_high': False}",weakening,lagging,100.24,99.24,0.35,3.5,False,False,2026-06-19 ratio=99.89 momentum=95.74; 2026-06-22 ratio=99.71 momentum=95.77; 2026-06-23 ratio=99.68 momentum=96.61; 2026-06-24 ratio=99.82 momentum=97.34; 2026-06-25 ratio=100.24 momentum=99.24,41.2
stock,O N G C,ONGC.NS,Oil Exploration & Production,"Oil, Gas & Consumable Fuels",293246.31,7.03,14.15,,not_stage_2,2,233.1,264.51,0.0,0.00969,"{'price_above_30w_ma': False, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,lagging,97.79,99.39,-0.19,0.67,False,False,2026-06-19 ratio=97.98 momentum=98.72; 2026-06-22 ratio=98.01 momentum=97.42; 2026-06-23 ratio=98.21 momentum=99.97; 2026-06-24 ratio=98.00 momentum=100.77; 2026-06-25 ratio=97.79 momentum=99.39,40.0
stock,Oil India,OIL.NS,Oil Exploration & Production,"Oil, Gas & Consumable Fuels",66170.4,10.0,11.56,,not_stage_2,2,406.8,458.28,0.13,0.01691,"{'price_above_30w_ma': False, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,lagging,98.09,99.55,0.0,1.82,False,False,2026-06-19 ratio=98.08 momentum=97.73; 2026-06-22 ratio=98.25 momentum=96.85; 2026-06-23 ratio=98.30 momentum=92.98; 2026-06-24 ratio=98.33 momentum=101.19; 2026-06-25 ratio=98.09 momentum=99.55,40.26
stock,Vedanta Oil and Gas,VOGL.NS,Oil Exploration & Production,"Oil, Gas & Consumable Fuels",13041.14,,-49.18,,insufficient_data,0,,,,,{},insufficient_data,insufficient_data,,,,,False,False,,0.0
stock,Antelopus Selan,ANTELOPUS.NS,Oil Exploration & Production,"Oil, Gas & Consumable Fuels",2841.47,31.71,21.22,,stage_2,5,808.1,589.46,8.41,0.03359,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,weakening,100.61,95.82,0.19,-1.24,False,False,2026-06-19 ratio=100.42 momentum=97.06; 2026-06-22 ratio=100.75 momentum=97.02; 2026-06-23 ratio=100.67 momentum=97.64; 2026-06-24 ratio=100.72 momentum=98.49; 2026-06-25 ratio=100.61 momentum=95.82,144.87
stock,Hind.Oil Explor.,HINDOILEXP.NS,Oil Exploration & Production,"Oil, Gas & Consumable Fuels",2116.95,66.95,3.41,,not_stage_2,3,160.08,151.86,1.82,0.00665,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,lagging,99.48,95.48,-0.44,-2.69,False,False,2026-06-19 ratio=99.92 momentum=98.17; 2026-06-22 ratio=100.03 momentum=97.87; 2026-06-23 ratio=99.47 momentum=96.14; 2026-06-24 ratio=99.55 momentum=95.31; 2026-06-25 ratio=99.48 momentum=95.48,63.64
stock,Prabha Energy,PRABHA.NS,Oil Exploration & Production,"Oil, Gas & Consumable Fuels",2099.99,3684.19,0.1,,not_stage_2,0,153.39,164.72,-3.57,0.00638,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",lagging,lagging,98.47,97.75,-0.41,0.51,False,False,2026-06-19 ratio=98.88 momentum=97.24; 2026-06-22 ratio=98.66 momentum=97.83; 2026-06-23 ratio=98.84 momentum=97.74; 2026-06-24 ratio=98.54 momentum=97.32; 2026-06-25 ratio=98.47 momentum=97.75,0.0
stock,Guj.Nat.Resour.,GNRL.NS,Oil Exploration & Production,"Oil, Gas & Consumable Fuels",1562.41,157.98,7.25,,insufficient_data,0,,,,,{},insufficient_data,insufficient_data,,,,,False,False,,0.0
stock,L T Foods,LTFOODS.NS,Other Agricultural Products,Fast Moving Consumer Goods,13388.34,21.41,17.74,,not_stage_2,1,385.55,394.44,-0.84,0.01603,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",improving,lagging,98.71,101.6,0.36,3.61,False,True,2026-06-19 ratio=98.35 momentum=97.99; 2026-06-22 ratio=98.56 momentum=102.05; 2026-06-23 ratio=98.43 momentum=101.02; 2026-06-24 ratio=98.80 momentum=104.92; 2026-06-25 ratio=98.71 momentum=101.60,28.0
stock,KRBL,KRBL.NS,Other Agricultural Products,Fast Moving Consumer Goods,8820.27,13.61,15.16,,not_stage_2,4,385.35,353.88,-1.33,0.01602,"{'price_above_30w_ma': True, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,leading,101.44,103.41,-0.29,1.87,False,False,2026-06-19 ratio=101.73 momentum=101.54; 2026-06-22 ratio=102.00 momentum=102.74; 2026-06-23 ratio=101.71 momentum=102.11; 2026-06-24 ratio=102.06 momentum=103.99; 2026-06-25 ratio=101.44 momentum=103.41,124.25
stock,Guj. Ambuja Exp,GAEL.NS,Other Agricultural Products,Fast Moving Consumer Goods,7259.38,23.63,12.51,,not_stage_2,3,158.27,142.83,4.84,0.00658,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,weakening,99.8,97.7,-0.44,-1.61,False,False,2026-06-19 ratio=100.24 momentum=99.31; 2026-06-22 ratio=100.31 momentum=98.29; 2026-06-23 ratio=100.62 momentum=98.53; 2026-06-24 ratio=100.40 momentum=99.00; 2026-06-25 ratio=99.80 momentum=97.70,69.68
