level,name,symbol,parent,nse_industry,member_count,source_url,error,stage,stage2_score,close,weekly_ma,weekly_ma_slope_4w_pct,rs_vs_benchmark,checks,rrg_quadrant,rrg_quadrant_5d_ago,rs_ratio,rs_momentum,rs_ratio_5d_delta,rs_momentum_5d_delta,moving_to_leading,improving_toward_leading,rrg_tail,just_entered_leading
industry,2/3 Wheelers,equal_weight_top_members,Automobile and Auto Components,Automobiles,9,https://www.screener.in/market/IN02/IN0201/IN020101/IN020101002/,,stage_2,5,155.44,133.13,2.12,0.00647,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,leading,102.59,100.2,0.48,-0.66,False,False,2026-07-16 ratio=102.11 momentum=100.86; 2026-07-17 ratio=101.98 momentum=101.72; 2026-07-20 ratio=102.19 momentum=102.67; 2026-07-21 ratio=102.36 momentum=102.54; 2026-07-22 ratio=102.59 momentum=100.20,False
industry,Abrasives & Bearings,equal_weight_top_members,Capital Goods,Industrial Products,8,https://www.screener.in/market/IN07/IN0702/IN070205/IN070205016/,,not_stage_2,3,91.16,85.47,1.17,0.00379,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",improving,leading,99.68,100.2,-1.37,0.02,False,False,2026-07-16 ratio=101.06 momentum=100.19; 2026-07-17 ratio=99.32 momentum=97.95; 2026-07-20 ratio=99.79 momentum=99.35; 2026-07-21 ratio=99.81 momentum=100.39; 2026-07-22 ratio=99.68 momentum=100.20,False
industry,Advertising & Media Agencies,equal_weight_top_members,"Media, Entertainment & Publication",Media,10,https://www.screener.in/market/IN02/IN0204/IN020401/IN020401001/,,not_stage_2,0,68.55,85.44,-4.26,0.00285,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",improving,improving,99.29,100.04,-0.33,-2.85,False,False,2026-07-16 ratio=99.62 momentum=102.90; 2026-07-17 ratio=99.55 momentum=102.44; 2026-07-20 ratio=99.45 momentum=103.06; 2026-07-21 ratio=99.50 momentum=104.10; 2026-07-22 ratio=99.29 momentum=100.04,False
industry,Aerospace & Defense,equal_weight_top_members,Capital Goods,Aerospace & Defense,10,https://www.screener.in/market/IN07/IN0702/IN070201/IN070201001/,,stage_2,5,178.64,131.91,8.42,0.00743,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,weakening,100.54,98.45,-0.29,2.75,False,False,2026-07-16 ratio=100.83 momentum=95.70; 2026-07-17 ratio=100.59 momentum=95.75; 2026-07-20 ratio=100.39 momentum=96.72; 2026-07-21 ratio=100.48 momentum=98.13; 2026-07-22 ratio=100.54 momentum=98.45,False
industry,Aluminium,equal_weight_top_members,Metals & Mining,Non - Ferrous Metals,8,https://www.screener.in/market/IN01/IN0103/IN010302/IN010302001/,,not_stage_2,2,136.13,140.85,1.41,0.00566,"{'price_above_30w_ma': False, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",improving,improving,98.81,101.64,-0.17,-1.54,False,False,2026-07-16 ratio=98.98 momentum=103.18; 2026-07-17 ratio=98.44 momentum=101.05; 2026-07-20 ratio=98.58 momentum=102.01; 2026-07-21 ratio=98.68 momentum=104.47; 2026-07-22 ratio=98.81 momentum=101.64,False
industry,"Aluminium, Copper & Zinc Products",equal_weight_top_members,Capital Goods,Industrial Products,10,https://www.screener.in/market/IN07/IN0702/IN070205/IN070205014/,,not_stage_2,3,127.05,117.07,2.4,0.00529,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",improving,lagging,99.23,104.45,0.57,7.42,False,True,2026-07-16 ratio=98.66 momentum=97.03; 2026-07-17 ratio=98.21 momentum=95.88; 2026-07-20 ratio=98.53 momentum=100.86; 2026-07-21 ratio=98.66 momentum=104.53; 2026-07-22 ratio=99.23 momentum=104.45,False
industry,Amusement Parks/ Other Recreation,equal_weight_top_members,Consumer Services,Leisure Services,3,https://www.screener.in/market/IN02/IN0206/IN020601/IN020601003/,,not_stage_2,0,70.7,72.23,-0.92,0.00294,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",improving,lagging,98.97,101.87,-0.42,3.49,False,False,2026-07-16 ratio=99.39 momentum=98.38; 2026-07-17 ratio=98.83 momentum=97.45; 2026-07-20 ratio=98.50 momentum=97.94; 2026-07-21 ratio=98.58 momentum=99.37; 2026-07-22 ratio=98.97 momentum=101.87,False
industry,Animal Feed,equal_weight_top_members,Fast Moving Consumer Goods,Food Products,5,https://www.screener.in/market/IN04/IN0401/IN040104/IN040104001/,,not_stage_2,2,107.34,108.42,2.19,0.00447,"{'price_above_30w_ma': False, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",improving,improving,99.33,102.06,-0.53,-1.71,False,False,2026-07-16 ratio=99.86 momentum=103.77; 2026-07-17 ratio=99.76 momentum=102.38; 2026-07-20 ratio=99.95 momentum=102.40; 2026-07-21 ratio=99.38 momentum=101.82; 2026-07-22 ratio=99.33 momentum=102.06,False
industry,Asset Management Company,equal_weight_top_members,Financial Services,Capital Markets,7,https://www.screener.in/market/IN05/IN0501/IN050103/IN050103001/,,not_stage_2,3,111.59,106.87,2.15,0.00464,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,weakening,98.71,97.52,-1.41,1.38,False,False,2026-07-16 ratio=100.12 momentum=96.14; 2026-07-17 ratio=100.32 momentum=96.89; 2026-07-20 ratio=99.98 momentum=97.77; 2026-07-21 ratio=99.81 momentum=98.02; 2026-07-22 ratio=98.71 momentum=97.52,False
industry,Auto Components & Equipments,equal_weight_top_members,Automobile and Auto Components,Auto Components,10,https://www.screener.in/market/IN02/IN0201/IN020102/IN020102001/,,stage_2,5,124.26,111.03,1.91,0.00517,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,weakening,101.74,102.19,0.76,4.3,True,False,2026-07-16 ratio=100.99 momentum=97.89; 2026-07-17 ratio=101.07 momentum=100.48; 2026-07-20 ratio=101.21 momentum=102.32; 2026-07-21 ratio=101.61 momentum=104.23; 2026-07-22 ratio=101.74 momentum=102.19,True
industry,Breweries & Distilleries,equal_weight_top_members,Fast Moving Consumer Goods,Beverages,10,https://www.screener.in/market/IN04/IN0401/IN040102/IN040102001/,,not_stage_2,4,113.06,106.2,-0.15,0.0047,"{'price_above_30w_ma': True, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,weakening,101.11,97.38,-0.44,-0.36,False,False,2026-07-16 ratio=101.55 momentum=97.74; 2026-07-17 ratio=100.62 momentum=97.94; 2026-07-20 ratio=101.01 momentum=96.57; 2026-07-21 ratio=100.88 momentum=96.96; 2026-07-22 ratio=101.11 momentum=97.38,False
industry,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),equal_weight_top_members,Services,Commercial Services & Supplies,10,https://www.screener.in/market/IN09/IN0901/IN090104/IN090104005/,,not_stage_2,1,87.91,89.3,-0.8,0.00366,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",improving,improving,99.4,103.72,0.13,0.76,False,True,2026-07-16 ratio=99.28 momentum=102.96; 2026-07-17 ratio=99.29 momentum=102.54; 2026-07-20 ratio=99.24 momentum=102.23; 2026-07-21 ratio=99.30 momentum=103.12; 2026-07-22 ratio=99.40 momentum=103.72,False
industry,Cables - Electricals,equal_weight_top_members,Capital Goods,Industrial Products,10,https://www.screener.in/market/IN07/IN0702/IN070205/IN070205003/,,not_stage_2,2,130.07,126.19,1.98,0.00541,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",improving,lagging,98.9,103.4,0.13,4.49,False,True,2026-07-16 ratio=98.77 momentum=98.91; 2026-07-17 ratio=98.52 momentum=97.98; 2026-07-20 ratio=98.74 momentum=100.81; 2026-07-21 ratio=98.80 momentum=102.44; 2026-07-22 ratio=98.90 momentum=103.40,False
industry,Cigarettes & Tobacco Products,equal_weight_top_members,Fast Moving Consumer Goods,Cigarettes & Tobacco Products,4,https://www.screener.in/market/IN04/IN0401/IN040103/IN040103001/,,not_stage_2,0,81.33,88.93,-2.15,0.00338,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",lagging,lagging,98.38,99.86,0.46,0.68,False,False,2026-07-16 ratio=97.92 momentum=99.17; 2026-07-17 ratio=97.90 momentum=97.59; 2026-07-20 ratio=98.14 momentum=98.61; 2026-07-21 ratio=98.38 momentum=98.95; 2026-07-22 ratio=98.38 momentum=99.86,False
industry,Consulting Services,equal_weight_top_members,Services,Commercial Services & Supplies,5,https://www.screener.in/market/IN09/IN0901/IN090104/IN090104002/,,not_stage_2,1,77.73,80.54,-1.52,0.00323,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",improving,lagging,98.52,101.43,0.22,2.5,False,True,2026-07-16 ratio=98.30 momentum=98.93; 2026-07-17 ratio=97.37 momentum=98.94; 2026-07-20 ratio=97.81 momentum=101.42; 2026-07-21 ratio=97.99 momentum=100.76; 2026-07-22 ratio=98.52 momentum=101.43,False
industry,E-Learning,equal_weight_top_members,Consumer Services,Other Consumer Services,7,https://www.screener.in/market/IN02/IN0206/IN020602/IN020602002/,,not_stage_2,3,92.45,86.2,0.04,0.00385,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,lagging,99.94,99.48,0.43,3.72,False,False,2026-07-16 ratio=99.52 momentum=95.76; 2026-07-17 ratio=99.27 momentum=96.14; 2026-07-20 ratio=99.32 momentum=96.88; 2026-07-21 ratio=99.33 momentum=96.90; 2026-07-22 ratio=99.94 momentum=99.48,False
industry,"Film Production, Distribution & Exhibition",equal_weight_top_members,"Media, Entertainment & Publication",Entertainment,10,https://www.screener.in/market/IN02/IN0204/IN020402/IN020402001/,,not_stage_2,1,76.92,79.01,-1.8,0.0032,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",improving,improving,98.82,103.18,0.78,2.03,False,True,2026-07-16 ratio=98.05 momentum=101.15; 2026-07-17 ratio=97.54 momentum=99.89; 2026-07-20 ratio=98.16 momentum=102.94; 2026-07-21 ratio=98.33 momentum=103.97; 2026-07-22 ratio=98.82 momentum=103.18,False
industry,Footwear,equal_weight_top_members,Consumer Durables,Consumer Durables,9,https://www.screener.in/market/IN02/IN0202/IN020201/IN020201017/,,not_stage_2,3,73.23,71.63,-1.32,0.00305,"{'price_above_30w_ma': True, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': False}",weakening,lagging,100.9,99.89,1.36,3.47,False,False,2026-07-16 ratio=99.54 momentum=96.42; 2026-07-17 ratio=101.53 momentum=100.50; 2026-07-20 ratio=101.14 momentum=100.39; 2026-07-21 ratio=100.66 momentum=99.79; 2026-07-22 ratio=100.90 momentum=99.89,False
industry,General Insurance,equal_weight_top_members,Financial Services,Insurance,6,https://www.screener.in/market/IN05/IN0501/IN050104/IN050104001/,,not_stage_2,3,94.98,93.96,0.46,0.00395,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,lagging,98.63,98.16,-0.92,1.35,False,False,2026-07-16 ratio=99.55 momentum=96.81; 2026-07-17 ratio=98.23 momentum=97.17; 2026-07-20 ratio=98.49 momentum=98.27; 2026-07-21 ratio=98.67 momentum=98.33; 2026-07-22 ratio=98.63 momentum=98.16,False
