level,name,symbol,parent,sector,market_cap_cr,dividend_yield_pct,np_qtr_cr,qtr_profit_var_pct,sales_qtr_cr,qtr_sales_var_pct,pe,roce,error,stage,stage2_score,close,weekly_ma,weekly_ma_slope_4w_pct,rs_vs_benchmark,checks,rrg_quadrant,rrg_quadrant_5d_ago,rs_ratio,rs_momentum,rs_ratio_5d_delta,rs_momentum_5d_delta,moving_to_leading,improving_toward_leading,rrg_tail,stock_score
stock,Bajaj Auto,BAJAJ-AUTO.NS,2/3 Wheelers,Automobile and Auto Components,310052.36,1.33,3188.75,45.93,21688.83,65.14,26.3,28.24,,stage_2,5,11283.5,9842.07,1.89,0.47271,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,leading,102.86,102.92,2.85,-1.07,False,False,2026-07-17 ratio=100.00 momentum=103.99; 2026-07-20 ratio=100.37 momentum=104.09; 2026-07-21 ratio=100.10 momentum=103.32; 2026-07-22 ratio=102.10 momentum=103.11; 2026-07-23 ratio=102.86 momentum=102.92,177.68
stock,Eicher Motors,EICHERMOT.NS,2/3 Wheelers,Automobile and Auto Components,211858.88,1.06,1519.95,11.58,6080.09,16.01,38.12,30.52,,stage_2,5,7721.5,7302.12,0.46,0.32349,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,leading,102.08,102.15,1.35,-0.05,False,False,2026-07-17 ratio=100.72 momentum=102.20; 2026-07-20 ratio=100.86 momentum=101.38; 2026-07-21 ratio=101.57 momentum=101.67; 2026-07-22 ratio=101.52 momentum=101.08; 2026-07-23 ratio=102.08 momentum=102.15,167.07
stock,TVS Motor Co.,TVSMOTOR.NS,2/3 Wheelers,Automobile and Auto Components,186203.2,0.31,1057.61,67.11,16295.52,33.46,53.83,17.37,,stage_2,5,3919.8,3606.94,0.16,0.16422,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,weakening,103.44,101.68,2.77,2.88,True,False,2026-07-17 ratio=100.68 momentum=98.80; 2026-07-20 ratio=100.57 momentum=97.33; 2026-07-21 ratio=102.69 momentum=101.16; 2026-07-22 ratio=103.63 momentum=101.82; 2026-07-23 ratio=103.44 momentum=101.68,180.92
stock,Hero Motocorp,HEROMOTOCO.NS,2/3 Wheelers,Automobile and Auto Components,103555.23,3.58,1473.92,25.72,12978.28,30.18,18.03,35.22,,not_stage_2,3,5173.8,5250.12,-2.38,0.21675,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,improving,102.55,103.18,3.8,-1.17,False,False,2026-07-17 ratio=98.75 momentum=104.35; 2026-07-20 ratio=99.52 momentum=104.75; 2026-07-21 ratio=100.19 momentum=102.78; 2026-07-22 ratio=100.19 momentum=102.12; 2026-07-23 ratio=102.55 momentum=103.18,108.65
stock,Ather Energy,ATHERENERG.NS,2/3 Wheelers,Automobile and Auto Components,48593.95,0.0,-100.23,57.23,1174.66,73.75,,-19.77,,stage_2,5,1233.2,864.15,8.99,0.05166,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,leading,101.48,96.35,-0.64,-4.07,False,False,2026-07-17 ratio=102.12 momentum=100.43; 2026-07-20 ratio=102.16 momentum=101.37; 2026-07-21 ratio=101.99 momentum=100.48; 2026-07-22 ratio=101.79 momentum=96.87; 2026-07-23 ratio=101.48 momentum=96.35,150.38
stock,Ola Electric,OLAELEC.NS,2/3 Wheelers,Automobile and Auto Components,17125.11,0.0,-500.0,42.53,265.0,-56.63,,-19.56,,not_stage_2,2,37.0,35.36,1.85,0.00155,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",lagging,lagging,98.83,97.18,-0.76,2.32,False,False,2026-07-17 ratio=99.59 momentum=94.86; 2026-07-20 ratio=99.32 momentum=96.35; 2026-07-21 ratio=99.19 momentum=95.98; 2026-07-22 ratio=98.69 momentum=96.05; 2026-07-23 ratio=98.83 momentum=97.18,43.7
stock,Tunwal E-Motors,TUNWAL.NS,2/3 Wheelers,Automobile and Auto Components,154.04,0.37,4.23,-34.72,132.45,27.15,12.1,13.28,,not_stage_2,0,26.95,30.18,-4.99,0.00113,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",improving,improving,99.31,102.43,0.47,0.15,False,True,2026-07-16 ratio=98.84 momentum=102.28; 2026-07-17 ratio=98.72 momentum=104.20; 2026-07-20 ratio=99.05 momentum=103.23; 2026-07-21 ratio=99.26 momentum=103.17; 2026-07-22 ratio=99.31 momentum=102.43,12.15
stock,Delta Auto.,DELTIC.NS,2/3 Wheelers,Automobile and Auto Components,55.43,0.0,3.1,-47.28,37.54,-28.28,8.45,11.81,,insufficient_data,0,,,,,{},insufficient_data,insufficient_data,,,,,False,False,,0.0
stock,Victory Ele.,VICTORYEV.NS,2/3 Wheelers,Automobile and Auto Components,39.51,0.0,0.53,-86.91,15.27,-52.67,18.38,10.52,,insufficient_data,0,,,,,{},insufficient_data,insufficient_data,,,,,False,False,,0.0
stock,Timken India,TIMKEN.NS,Abrasives & Bearings,Capital Goods,23203.15,0.08,154.79,-17.15,1073.14,14.19,58.24,18.26,,not_stage_2,2,3083.1,3344.93,0.66,0.12916,"{'price_above_30w_ma': False, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",improving,lagging,98.29,102.9,0.47,3.09,False,True,2026-07-17 ratio=97.82 momentum=99.82; 2026-07-20 ratio=97.94 momentum=102.07; 2026-07-21 ratio=97.94 momentum=104.61; 2026-07-22 ratio=98.08 momentum=103.69; 2026-07-23 ratio=98.29 momentum=102.90,55.82
