level,name,symbol,parent,sector,market_cap_cr,dividend_yield_pct,np_qtr_cr,qtr_profit_var_pct,sales_qtr_cr,qtr_sales_var_pct,pe,roce,error,stage,stage2_score,close,weekly_ma,weekly_ma_slope_4w_pct,rs_vs_benchmark,checks,rrg_quadrant,rrg_quadrant_5d_ago,rs_ratio,rs_momentum,rs_ratio_5d_delta,rs_momentum_5d_delta,moving_to_leading,improving_toward_leading,rrg_tail,stock_score
stock,Wendt India,WENDT.NS,Abrasives & Bearings,Capital Goods,1682.87,0.36,6.18,63.49,71.28,36.63,99.28,7.82,,stage_2,5,8160.0,7329.43,2.23,0.34146,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,leading,101.1,99.97,0.06,-0.74,False,False,2026-08-31 ratio=101.04 momentum=100.71; 2026-09-01 ratio=100.75 momentum=100.18; 2026-09-02 ratio=100.45 momentum=100.04; 2026-09-03 ratio=101.81 momentum=102.21; 2026-09-04 ratio=101.10 momentum=99.97,134.96
stock,SKP Bearing,SKP.NS,Abrasives & Bearings,Capital Goods,277.72,0.66,0.04,-89.47,22.11,-0.05,470.72,11.38,,not_stage_2,0,151.5,156.51,-1.06,0.00634,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",improving,lagging,99.51,101.07,1.47,2.83,False,True,2026-08-31 ratio=98.04 momentum=98.24; 2026-09-01 ratio=98.91 momentum=97.31; 2026-09-02 ratio=98.71 momentum=98.78; 2026-09-03 ratio=98.50 momentum=97.94; 2026-09-04 ratio=99.51 momentum=101.07,5.35
stock,NRB Indl Bearing,NIBL.NS,Abrasives & Bearings,Capital Goods,72.14,0.0,-6.59,-29.47,18.9,1.89,,-18.17,,not_stage_2,2,30.8,31.17,0.49,0.00129,"{'price_above_30w_ma': False, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",improving,lagging,99.28,100.47,0.04,4.98,False,True,2026-08-31 ratio=99.25 momentum=95.49; 2026-09-01 ratio=99.24 momentum=98.76; 2026-09-02 ratio=99.44 momentum=100.36; 2026-09-03 ratio=99.29 momentum=97.83; 2026-09-04 ratio=99.28 momentum=100.47,43.33
stock,Signpost India,SIGNPOST.NS,Advertising & Media Agencies,"Media, Entertainment & Publication",1415.86,0.19,18.69,22.32,152.26,10.61,19.28,25.13,,not_stage_2,3,269.5,265.73,2.23,0.01133,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",improving,lagging,99.59,101.38,0.82,5.85,False,True,2026-09-01 ratio=98.78 momentum=95.53; 2026-09-02 ratio=98.47 momentum=96.41; 2026-09-03 ratio=98.62 momentum=97.31; 2026-09-04 ratio=98.57 momentum=97.33; 2026-09-07 ratio=99.59 momentum=101.38,71.36
stock,R K Swamy,RKSWAMY.NS,Advertising & Media Agencies,"Media, Entertainment & Publication",477.25,2.12,3.47,20.91,83.62,7.8,19.52,12.26,,not_stage_2,0,93.66,95.31,-1.77,0.00394,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",improving,lagging,98.95,102.14,1.22,8.2,False,True,2026-09-01 ratio=97.73 momentum=93.94; 2026-09-02 ratio=98.31 momentum=103.23; 2026-09-03 ratio=98.40 momentum=101.76; 2026-09-04 ratio=98.95 momentum=102.76; 2026-09-07 ratio=98.95 momentum=102.14,10.7
stock,Vertoz,VERTOZ.NS,Advertising & Media Agencies,"Media, Entertainment & Publication",327.11,0.26,7.36,5.02,81.64,15.82,12.4,14.16,,not_stage_2,2,37.66,41.57,-7.05,0.00158,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': False}",leading,leading,100.55,103.02,-0.02,1.29,False,False,2026-08-31 ratio=100.57 momentum=101.73; 2026-09-01 ratio=100.39 momentum=101.66; 2026-09-02 ratio=101.06 momentum=102.67; 2026-09-03 ratio=101.14 momentum=103.70; 2026-09-04 ratio=100.55 momentum=103.02,77.85
stock,Simca Advertis.,SIMCA.NS,Advertising & Media Agencies,"Media, Entertainment & Publication",311.56,0.0,9.04,1164.71,78.51,107.37,18.73,97.5,,insufficient_data,0,,,,,{},insufficient_data,insufficient_data,,,,,False,False,,0.0
stock,Yaap Digital,YAAP.NS,Advertising & Media Agencies,"Media, Entertainment & Publication",276.94,0.0,19.0,84.08,135.66,28.14,15.0,30.86,,insufficient_data,0,,,,,{},insufficient_data,insufficient_data,,,,,False,False,,0.0
stock,Cash UR Drive,CUDML.NS,Advertising & Media Agencies,"Media, Entertainment & Publication",182.54,0.0,18.52,94.54,108.79,43.71,6.21,40.31,,insufficient_data,0,,,,,{},insufficient_data,insufficient_data,,,,,False,False,,0.0
stock,Digicontent,DGCONTENT.NS,Advertising & Media Agencies,"Media, Entertainment & Publication",143.91,0.0,-1.93,17.17,123.3,11.63,8.45,23.95,,not_stage_2,1,24.83,26.48,-1.68,0.00104,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': True, 'near_52w_high': False}",leading,leading,100.1,101.51,0.05,-1.68,False,False,2026-08-31 ratio=100.06 momentum=103.19; 2026-09-01 ratio=99.24 momentum=100.84; 2026-09-02 ratio=100.08 momentum=103.38; 2026-09-03 ratio=99.66 momentum=102.12; 2026-09-04 ratio=100.10 momentum=101.51,48.05
stock,Pramara Promotio,PRAMARA.NS,Advertising & Media Agencies,"Media, Entertainment & Publication",139.45,0.0,3.91,5.96,59.27,6.49,13.89,14.95,,not_stage_2,0,102.25,233.52,-12.07,0.00428,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",lagging,improving,98.19,97.41,-0.52,-5.14,False,False,2026-08-31 ratio=98.72 momentum=102.55; 2026-09-01 ratio=98.80 momentum=99.88; 2026-09-02 ratio=98.29 momentum=96.82; 2026-09-03 ratio=98.20 momentum=96.90; 2026-09-04 ratio=98.19 momentum=97.41,0.0
stock,Value 360 Commu.,VALUE360.NS,Advertising & Media Agencies,"Media, Entertainment & Publication",111.02,0.0,4.99,131.34,35.84,16.97,11.19,38.64,,insufficient_data,0,,,,,{},insufficient_data,insufficient_data,,,,,False,False,,0.0
stock,Crayons Advertis,CRAYONS.NS,Advertising & Media Agencies,"Media, Entertainment & Publication",58.63,0.0,0.68,-94.03,171.88,26.88,15.59,5.55,,not_stage_2,0,25.1,31.51,-5.09,0.00105,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",lagging,improving,98.79,97.51,-0.46,-3.44,False,False,2026-08-31 ratio=99.25 momentum=100.95; 2026-09-01 ratio=99.30 momentum=99.44; 2026-09-02 ratio=99.46 momentum=97.57; 2026-09-03 ratio=99.51 momentum=97.39; 2026-09-04 ratio=98.79 momentum=97.51,0.0
stock,Hind.Aeronautics,HAL.NS,Aerospace & Defense,Capital Goods,336398.11,0.89,1589.66,14.88,5515.17,14.45,36.09,31.97,,stage_2,5,4856.0,4358.08,1.81,0.2032,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,weakening,101.06,96.64,0.29,-0.13,False,False,2026-08-31 ratio=100.77 momentum=96.77; 2026-09-01 ratio=100.79 momentum=95.79; 2026-09-02 ratio=100.76 momentum=96.09; 2026-09-03 ratio=100.70 momentum=96.30; 2026-09-04 ratio=101.06 momentum=96.64,133.92
stock,Bharat Electron,BEL.NS,Aerospace & Defense,Capital Goods,299732.01,0.61,1054.53,8.7,5546.98,24.94,48.77,36.44,,not_stage_2,2,404.0,421.63,-0.7,0.01699,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': True, 'near_52w_high': True}",leading,leading,100.41,101.68,-0.18,0.38,False,False,2026-09-01 ratio=100.59 momentum=101.30; 2026-09-02 ratio=100.34 momentum=100.71; 2026-09-03 ratio=100.70 momentum=102.58; 2026-09-04 ratio=100.34 momentum=99.96; 2026-09-07 ratio=100.41 momentum=101.68,70.45
stock,Bharat Dynamics,BDL.NS,Aerospace & Defense,Capital Goods,45388.22,0.39,118.79,547.36,572.24,130.81,87.16,13.84,,not_stage_2,1,1255.0,1302.92,-1.05,0.05252,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,lagging,99.26,97.98,-0.05,1.17,False,False,2026-08-31 ratio=99.30 momentum=96.80; 2026-09-01 ratio=98.92 momentum=96.14; 2026-09-02 ratio=99.15 momentum=97.70; 2026-09-03 ratio=99.30 momentum=98.95; 2026-09-04 ratio=99.26 momentum=97.98,20.0
stock,Garden Reach Sh.,GRSE.NS,Aerospace & Defense,Capital Goods,28934.13,0.51,172.84,43.82,1814.62,38.53,36.14,42.82,,not_stage_2,2,2533.2,2596.09,0.7,0.106,"{'price_above_30w_ma': False, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,improving,99.26,99.72,-0.04,-0.41,False,False,2026-08-31 ratio=99.31 momentum=100.13; 2026-09-01 ratio=98.92 momentum=96.02; 2026-09-02 ratio=98.65 momentum=96.76; 2026-09-03 ratio=98.93 momentum=98.49; 2026-09-04 ratio=99.26 momentum=99.72,41.4
stock,Data Pattern,DATAPATTNS.NS,Aerospace & Defense,Capital Goods,27614.78,0.2,22.06,-13.49,116.03,16.81,102.18,21.92,,stage_2,5,4585.0,3959.64,7.59,0.19186,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,leading,100.84,98.19,0.59,-1.97,False,False,2026-08-31 ratio=100.25 momentum=100.15; 2026-09-01 ratio=100.29 momentum=98.00; 2026-09-02 ratio=100.48 momentum=97.71; 2026-09-03 ratio=100.89 momentum=99.81; 2026-09-04 ratio=100.84 momentum=98.19,144.38
stock,Astra Microwave,ASTRAMICRO.NS,Aerospace & Defense,Capital Goods,16702.74,0.14,12.35,-24.09,176.66,-11.55,88.36,20.28,,not_stage_2,3,1711.6,1383.41,8.1,0.07198,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",improving,lagging,99.91,101.81,0.83,6.6,False,True,2026-09-01 ratio=99.08 momentum=95.21; 2026-09-02 ratio=98.50 momentum=95.31; 2026-09-03 ratio=98.96 momentum=97.87; 2026-09-04 ratio=100.07 momentum=102.32; 2026-09-07 ratio=99.91 momentum=101.81,85.25
stock,Zen Technologies,ZENTEC.NS,Aerospace & Defense,Capital Goods,16477.53,0.05,31.85,-23.2,141.64,-10.48,90.69,16.18,,stage_2,5,1801.4,1638.65,4.35,0.07538,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,lagging,100.35,97.38,0.47,-1.29,False,False,2026-08-31 ratio=99.88 momentum=98.67; 2026-09-01 ratio=99.96 momentum=96.07; 2026-09-02 ratio=100.67 momentum=98.13; 2026-09-03 ratio=100.49 momentum=98.51; 2026-09-04 ratio=100.35 momentum=97.38,135.45
stock,Aequs,AEQUS.NS,Aerospace & Defense,Capital Goods,15550.08,0.0,-53.23,-1457.91,395.55,54.77,,1.69,,not_stage_2,3,233.86,196.1,7.87,0.00983,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,weakening,99.62,95.77,-1.13,-2.22,False,False,2026-09-01 ratio=100.75 momentum=97.98; 2026-09-02 ratio=100.68 momentum=97.16; 2026-09-03 ratio=100.84 momentum=97.88; 2026-09-04 ratio=100.31 momentum=96.10; 2026-09-07 ratio=99.62 momentum=95.77,75.74
stock,Apollo Micro Sys,APOLLO.NS,Aerospace & Defense,Capital Goods,15531.06,0.06,25.21,45.38,251.29,88.12,128.02,14.47,,stage_2,5,403.95,333.78,6.48,0.01699,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,lagging,101.0,103.67,1.98,4.53,True,False,2026-09-01 ratio=99.01 momentum=99.14; 2026-09-02 ratio=99.40 momentum=101.47; 2026-09-03 ratio=99.50 momentum=102.48; 2026-09-04 ratio=99.85 momentum=104.00; 2026-09-07 ratio=101.00 momentum=103.67,191.31
stock,Sigma Advanced System,SIGMAADV.NS,Aerospace & Defense,Capital Goods,14763.32,0.0,35.41,-81.87,374.28,7083.88,88.77,60.82,,stage_2,5,740.15,422.12,21.58,0.03113,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,leading,101.4,101.01,-0.79,-0.89,False,False,2026-09-01 ratio=102.19 momentum=101.89; 2026-09-02 ratio=102.01 momentum=100.59; 2026-09-03 ratio=101.70 momentum=101.11; 2026-09-04 ratio=101.70 momentum=100.48; 2026-09-07 ratio=101.40 momentum=101.01,200.21
stock,Hindalco Inds.,HINDALCO.NS,Aluminium,Metals & Mining,226553.74,0.5,7013.0,116.7,84825.0,32.06,10.88,13.21,,stage_2,5,1011.0,993.06,1.09,0.04231,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,weakening,100.72,98.96,0.02,0.29,False,False,2026-08-31 ratio=100.70 momentum=98.67; 2026-09-01 ratio=100.70 momentum=98.70; 2026-09-02 ratio=100.72 momentum=98.41; 2026-09-03 ratio=100.75 momentum=99.37; 2026-09-04 ratio=100.72 momentum=98.96,130.78
stock,Vedanta Aluminium Metal,VAML.NS,Aluminium,Metals & Mining,170766.45,1.83,6597.0,216.06,21393.0,45.99,10.79,,,insufficient_data,0,,,,,{},improving,improving,99.74,100.07,0.0,0.0,False,False,2026-09-07 ratio=99.74 momentum=100.07,0.35
stock,Natl. Aluminium,NATIONALUM.NS,Aluminium,Metals & Mining,67943.97,3.1,2003.14,90.87,5302.38,39.28,10.06,39.59,,not_stage_2,3,365.9,381.85,0.61,0.01539,"{'price_above_30w_ma': False, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,weakening,100.27,96.56,-0.18,-1.4,False,False,2026-09-01 ratio=100.45 momentum=97.96; 2026-09-02 ratio=100.45 momentum=98.22; 2026-09-03 ratio=100.64 momentum=98.98; 2026-09-04 ratio=100.60 momentum=98.15; 2026-09-07 ratio=100.27 momentum=96.56,62.57
stock,Arfin India,ARFIN.NS,Aluminium,Metals & Mining,1541.29,0.12,3.53,246.08,207.96,91.23,95.67,13.96,,stage_2,5,95.27,87.01,1.9,0.00401,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,improving,103.08,103.57,3.45,0.94,True,False,2026-09-01 ratio=99.63 momentum=102.63; 2026-09-02 ratio=100.61 momentum=103.07; 2026-09-03 ratio=101.14 momentum=103.66; 2026-09-04 ratio=100.48 momentum=101.70; 2026-09-07 ratio=103.08 momentum=103.57,192.05
stock,MMP Industries,MMP.NS,Aluminium,Metals & Mining,1215.52,0.42,13.7,15.32,232.6,26.9,27.26,12.49,,stage_2,5,404.15,277.24,6.98,0.01691,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,weakening,101.72,96.55,-0.04,-1.91,False,False,2026-08-31 ratio=101.76 momentum=98.46; 2026-09-01 ratio=101.48 momentum=96.81; 2026-09-02 ratio=101.47 momentum=96.45; 2026-09-03 ratio=101.65 momentum=96.05; 2026-09-04 ratio=101.72 momentum=96.55,147.56
stock,Maan Aluminium,MAANALU.NS,Aluminium,Metals & Mining,688.08,0.0,3.1,13.55,231.86,9.79,51.35,7.73,,not_stage_2,0,117.9,131.04,-2.88,0.00493,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",improving,leading,99.74,100.72,-0.84,-2.51,False,False,2026-08-31 ratio=100.57 momentum=103.23; 2026-09-01 ratio=99.84 momentum=101.08; 2026-09-02 ratio=99.73 momentum=100.80; 2026-09-03 ratio=100.58 momentum=102.74; 2026-09-04 ratio=99.74 momentum=100.72,3.6
stock,Jainik Power,JAINIK.NS,Aluminium,Metals & Mining,309.27,0.0,7.85,64.57,208.91,9.73,22.06,29.88,,insufficient_data,0,,,,,{},insufficient_data,insufficient_data,,,,,False,False,,0.0
stock,Manaksia Alumi.,MANAKALUCO.NS,Aluminium,Metals & Mining,256.57,0.13,2.85,82.69,139.59,3.85,28.99,10.15,,not_stage_2,3,38.1,33.64,-3.08,0.00159,"{'price_above_30w_ma': True, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': False}",leading,leading,100.71,101.37,-0.06,0.17,False,False,2026-08-31 ratio=100.77 momentum=101.20; 2026-09-01 ratio=100.73 momentum=101.44; 2026-09-02 ratio=100.22 momentum=100.12; 2026-09-03 ratio=100.53 momentum=101.57; 2026-09-04 ratio=100.71 momentum=101.37,90.4
stock,Hind Aluminium,HINDALUMI.NS,Aluminium,Metals & Mining,61.2,0.0,1.91,-51.03,5.36,405.66,16.5,-2.7,,insufficient_data,0,,,,,{},insufficient_data,insufficient_data,,,,,False,False,,0.0
stock,Prec. Wires (I),PRECWIRE.NS,"Aluminium, Copper & Zinc Products",Capital Goods,8772.73,0.26,46.45,71.47,1779.24,59.49,50.24,32.94,,stage_2,5,472.8,378.78,9.1,0.01978,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,leading,101.61,100.42,-1.25,-0.44,False,False,2026-08-31 ratio=102.85 momentum=100.85; 2026-09-01 ratio=102.44 momentum=100.39; 2026-09-02 ratio=102.02 momentum=100.99; 2026-09-03 ratio=102.06 momentum=100.94; 2026-09-04 ratio=101.61 momentum=100.42,173.35
stock,CMR Green Tech.,CMRGREEN.NS,"Aluminium, Copper & Zinc Products",Capital Goods,4858.4,0.0,68.18,16.41,3122.73,64.92,21.98,13.98,,insufficient_data,0,,,,,{},leading,leading,100.14,101.22,-0.04,-1.05,False,False,2026-09-02 ratio=100.19 momentum=102.27; 2026-09-03 ratio=100.85 momentum=103.22; 2026-09-04 ratio=100.67 momentum=103.24; 2026-09-07 ratio=100.14 momentum=101.22,26.8
