level,name,symbol,parent,nse_industry,member_count,source_url,error,stage,stage2_score,close,weekly_ma,weekly_ma_slope_4w_pct,rs_vs_benchmark,checks,rrg_quadrant,rrg_quadrant_5d_ago,rs_ratio,rs_momentum,rs_ratio_5d_delta,rs_momentum_5d_delta,moving_to_leading,improving_toward_leading,rrg_tail,just_entered_leading
industry,2/3 Wheelers,equal_weight_top_members,Automobile and Auto Components,Automobiles,10,https://www.screener.in/market/IN02/IN0201/IN020101/IN020101002/,,stage_2,5,173.56,145.03,4.49,0.00742,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,weakening,101.38,98.96,0.23,-0.65,False,False,2026-09-07 ratio=101.15 momentum=99.60; 2026-09-08 ratio=101.19 momentum=100.24; 2026-09-09 ratio=101.23 momentum=99.54; 2026-09-10 ratio=101.49 momentum=100.39; 2026-09-11 ratio=101.38 momentum=98.96,False
industry,Abrasives & Bearings,equal_weight_top_members,Capital Goods,Industrial Products,8,https://www.screener.in/market/IN07/IN0702/IN070205/IN070205016/,,stage_2,5,89.26,84.54,1.61,0.00381,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,improving,102.64,102.81,3.28,1.46,True,False,2026-09-07 ratio=99.36 momentum=101.35; 2026-09-08 ratio=100.29 momentum=103.53; 2026-09-09 ratio=100.90 momentum=103.15; 2026-09-10 ratio=101.76 momentum=102.60; 2026-09-11 ratio=102.64 momentum=102.81,True
industry,Advertising & Media Agencies,equal_weight_top_members,"Media, Entertainment & Publication",Media,10,https://www.screener.in/market/IN02/IN0204/IN020401/IN020401001/,,not_stage_2,0,56.3,70.37,-4.6,0.00241,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",improving,improving,99.12,101.29,-0.05,-0.01,False,False,2026-09-07 ratio=99.17 momentum=101.30; 2026-09-08 ratio=99.09 momentum=101.72; 2026-09-09 ratio=99.41 momentum=102.26; 2026-09-10 ratio=99.04 momentum=101.24; 2026-09-11 ratio=99.12 momentum=101.29,False
industry,Aerospace & Defense,equal_weight_top_members,Capital Goods,Aerospace & Defense,10,https://www.screener.in/market/IN07/IN0702/IN070201/IN070201001/,,stage_2,5,199.41,146.14,8.93,0.00852,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,leading,102.41,99.79,0.76,-1.69,False,False,2026-09-07 ratio=101.65 momentum=101.48; 2026-09-08 ratio=102.42 momentum=102.92; 2026-09-09 ratio=102.06 momentum=99.51; 2026-09-10 ratio=102.10 momentum=98.05; 2026-09-11 ratio=102.41 momentum=99.79,False
industry,Aluminium,equal_weight_top_members,Metals & Mining,Non - Ferrous Metals,9,https://www.screener.in/market/IN01/IN0103/IN010302/IN010302001/,,stage_2,5,155.57,148.13,1.1,0.00665,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,leading,101.4,99.02,-0.56,-2.51,False,False,2026-09-07 ratio=101.95 momentum=101.54; 2026-09-08 ratio=102.47 momentum=102.40; 2026-09-09 ratio=102.22 momentum=101.17; 2026-09-10 ratio=101.69 momentum=100.17; 2026-09-11 ratio=101.40 momentum=99.02,False
industry,"Aluminium, Copper & Zinc Products",equal_weight_top_members,Capital Goods,Industrial Products,10,https://www.screener.in/market/IN07/IN0702/IN070205/IN070205014/,,stage_2,5,132.96,117.79,2.86,0.00568,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,weakening,101.56,95.82,0.1,-3.74,False,False,2026-09-07 ratio=101.45 momentum=99.56; 2026-09-08 ratio=101.75 momentum=101.35; 2026-09-09 ratio=101.69 momentum=100.18; 2026-09-10 ratio=101.68 momentum=100.73; 2026-09-11 ratio=101.56 momentum=95.82,False
industry,Amusement Parks/ Other Recreation,equal_weight_top_members,Consumer Services,Leisure Services,4,https://www.screener.in/market/IN02/IN0206/IN020601/IN020601003/,,stage_2,4,71.99,71.24,0.03,0.00308,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,leading,100.96,94.59,-0.73,-6.64,False,False,2026-09-07 ratio=101.70 momentum=101.22; 2026-09-08 ratio=101.33 momentum=100.21; 2026-09-09 ratio=101.55 momentum=100.21; 2026-09-10 ratio=101.05 momentum=93.75; 2026-09-11 ratio=100.96 momentum=94.59,False
industry,Animal Feed,equal_weight_top_members,Fast Moving Consumer Goods,Food Products,6,https://www.screener.in/market/IN04/IN0401/IN040104/IN040104001/,,not_stage_2,3,98.15,105.4,-0.62,0.00419,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,improving,100.85,103.14,0.98,0.58,True,False,2026-09-07 ratio=99.88 momentum=102.56; 2026-09-08 ratio=100.75 momentum=103.72; 2026-09-09 ratio=100.62 momentum=102.51; 2026-09-10 ratio=100.50 momentum=102.39; 2026-09-11 ratio=100.85 momentum=103.14,False
industry,Asset Management Company,equal_weight_top_members,Financial Services,Capital Markets,9,https://www.screener.in/market/IN05/IN0501/IN050103/IN050103001/,,stage_2,5,102.24,96.86,1.89,0.00437,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,leading,101.53,103.17,-0.08,0.07,False,False,2026-09-07 ratio=101.62 momentum=103.10; 2026-09-08 ratio=101.43 momentum=103.03; 2026-09-09 ratio=101.68 momentum=102.81; 2026-09-10 ratio=101.78 momentum=102.84; 2026-09-11 ratio=101.53 momentum=103.17,False
industry,Auto Components & Equipments,equal_weight_top_members,Automobile and Auto Components,Auto Components,10,https://www.screener.in/market/IN02/IN0201/IN020102/IN020102001/,,stage_2,4,125.2,115.28,3.37,0.00535,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,weakening,100.62,97.94,0.05,0.37,False,False,2026-09-07 ratio=100.58 momentum=97.57; 2026-09-08 ratio=100.86 momentum=98.86; 2026-09-09 ratio=101.01 momentum=99.52; 2026-09-10 ratio=100.83 momentum=98.01; 2026-09-11 ratio=100.62 momentum=97.94,False
