level,name,symbol,parent,nse_industry,member_count,source_url,error,stage,stage2_score,close,weekly_ma,weekly_ma_slope_4w_pct,rs_vs_benchmark,checks,rrg_quadrant,rrg_quadrant_5d_ago,rs_ratio,rs_momentum,rs_ratio_5d_delta,rs_momentum_5d_delta,moving_to_leading,improving_toward_leading,rrg_tail,just_entered_leading
industry,2/3 Wheelers,equal_weight_top_members,Automobile and Auto Components,Automobiles,10,https://www.screener.in/market/IN02/IN0201/IN020101/IN020101002/,,stage_2,5,168.55,140.99,4.6,0.00705,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,leading,101.1,99.12,-1.0,-2.0,False,False,2026-08-31 ratio=102.10 momentum=101.11; 2026-09-01 ratio=102.02 momentum=101.14; 2026-09-02 ratio=101.66 momentum=100.59; 2026-09-03 ratio=101.39 momentum=99.82; 2026-09-04 ratio=101.10 momentum=99.12,False
industry,Abrasives & Bearings,equal_weight_top_members,Capital Goods,Industrial Products,8,https://www.screener.in/market/IN07/IN0702/IN070205/IN070205016/,,not_stage_2,3,86.86,84.54,1.63,0.00363,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",improving,lagging,99.36,100.48,0.58,4.24,False,True,2026-08-31 ratio=98.78 momentum=96.25; 2026-09-01 ratio=98.81 momentum=95.35; 2026-09-02 ratio=98.50 momentum=97.78; 2026-09-03 ratio=98.81 momentum=97.23; 2026-09-04 ratio=99.36 momentum=100.48,False
industry,Advertising & Media Agencies,equal_weight_top_members,"Media, Entertainment & Publication",Media,10,https://www.screener.in/market/IN02/IN0204/IN020401/IN020401001/,,not_stage_2,0,57.72,73.22,-4.7,0.00242,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",lagging,improving,98.55,98.19,-0.18,-10.27,False,False,2026-08-31 ratio=98.73 momentum=108.46; 2026-09-01 ratio=98.57 momentum=97.46; 2026-09-02 ratio=98.55 momentum=97.12; 2026-09-03 ratio=98.58 momentum=97.97; 2026-09-04 ratio=98.55 momentum=98.19,False
industry,Aerospace & Defense,equal_weight_top_members,Capital Goods,Aerospace & Defense,10,https://www.screener.in/market/IN07/IN0702/IN070201/IN070201001/,,stage_2,5,197.04,145.59,8.99,0.00824,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,leading,101.81,100.29,-0.44,-2.65,False,False,2026-08-31 ratio=102.25 momentum=102.94; 2026-09-01 ratio=102.05 momentum=100.50; 2026-09-02 ratio=101.93 momentum=99.69; 2026-09-03 ratio=101.71 momentum=100.89; 2026-09-04 ratio=101.81 momentum=100.29,False
industry,Aluminium,equal_weight_top_members,Metals & Mining,Non - Ferrous Metals,9,https://www.screener.in/market/IN01/IN0103/IN010302/IN010302001/,,stage_2,5,146.19,136.55,0.25,0.00612,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,leading,101.17,98.18,-0.17,-2.13,False,False,2026-08-31 ratio=101.35 momentum=100.32; 2026-09-01 ratio=101.02 momentum=97.80; 2026-09-02 ratio=100.91 momentum=97.37; 2026-09-03 ratio=101.19 momentum=98.61; 2026-09-04 ratio=101.17 momentum=98.18,False
industry,"Aluminium, Copper & Zinc Products",equal_weight_top_members,Capital Goods,Industrial Products,10,https://www.screener.in/market/IN07/IN0702/IN070205/IN070205014/,,stage_2,5,134.89,118.1,2.78,0.00564,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,weakening,101.61,99.93,-0.84,0.06,False,False,2026-08-31 ratio=102.45 momentum=99.87; 2026-09-01 ratio=102.04 momentum=99.03; 2026-09-02 ratio=101.91 momentum=99.84; 2026-09-03 ratio=102.04 momentum=101.31; 2026-09-04 ratio=101.61 momentum=99.93,False
industry,Amusement Parks/ Other Recreation,equal_weight_top_members,Consumer Services,Leisure Services,4,https://www.screener.in/market/IN02/IN0206/IN020601/IN020601003/,,not_stage_2,4,76.3,72.71,-0.23,0.00319,"{'price_above_30w_ma': True, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,leading,101.73,101.19,-0.66,-1.26,False,False,2026-08-31 ratio=102.39 momentum=102.45; 2026-09-01 ratio=101.85 momentum=102.13; 2026-09-02 ratio=101.68 momentum=101.51; 2026-09-03 ratio=101.48 momentum=102.01; 2026-09-04 ratio=101.73 momentum=101.19,False
industry,Animal Feed,equal_weight_top_members,Fast Moving Consumer Goods,Food Products,6,https://www.screener.in/market/IN04/IN0401/IN040104/IN040104001/,,not_stage_2,2,103.97,115.85,0.21,0.00435,"{'price_above_30w_ma': False, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",improving,lagging,99.68,103.51,0.79,3.98,False,True,2026-08-31 ratio=98.89 momentum=99.53; 2026-09-01 ratio=99.30 momentum=100.98; 2026-09-02 ratio=99.27 momentum=101.46; 2026-09-03 ratio=99.46 momentum=102.49; 2026-09-04 ratio=99.68 momentum=103.51,False
industry,Asset Management Company,equal_weight_top_members,Financial Services,Capital Markets,9,https://www.screener.in/market/IN05/IN0501/IN050103/IN050103001/,,stage_2,5,108.43,101.87,1.81,0.00454,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,leading,101.06,102.58,0.82,-0.7,False,False,2026-08-31 ratio=100.24 momentum=103.28; 2026-09-01 ratio=100.23 momentum=104.38; 2026-09-02 ratio=100.50 momentum=103.10; 2026-09-03 ratio=101.05 momentum=103.29; 2026-09-04 ratio=101.06 momentum=102.58,False
industry,Auto Components & Equipments,equal_weight_top_members,Automobile and Auto Components,Auto Components,10,https://www.screener.in/market/IN02/IN0201/IN020102/IN020102001/,,stage_2,4,126.22,114.82,3.76,0.00528,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,weakening,100.35,96.52,-1.17,-2.15,False,False,2026-08-31 ratio=101.53 momentum=98.67; 2026-09-01 ratio=101.08 momentum=95.92; 2026-09-02 ratio=100.59 momentum=95.14; 2026-09-03 ratio=100.61 momentum=96.26; 2026-09-04 ratio=100.35 momentum=96.52,False
