level,name,symbol,parent,nse_industry,member_count,source_url,error,stage,stage2_score,close,weekly_ma,weekly_ma_slope_4w_pct,rs_vs_benchmark,checks,rrg_quadrant,rrg_quadrant_5d_ago,rs_ratio,rs_momentum,rs_ratio_5d_delta,rs_momentum_5d_delta,moving_to_leading,improving_toward_leading,rrg_tail,just_entered_leading
industry,2/3 Wheelers,equal_weight_top_members,Automobile and Auto Components,Automobiles,9,https://www.screener.in/market/IN02/IN0201/IN020101/IN020101002/,,stage_2,5,162.73,136.72,2.61,0.00657,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,leading,101.81,98.56,0.14,-2.0,False,False,2026-07-28 ratio=101.67 momentum=100.56; 2026-07-29 ratio=101.75 momentum=96.63; 2026-07-30 ratio=101.85 momentum=99.06; 2026-07-31 ratio=101.93 momentum=99.91; 2026-08-03 ratio=101.81 momentum=98.56,False
industry,Abrasives & Bearings,equal_weight_top_members,Capital Goods,Industrial Products,8,https://www.screener.in/market/IN07/IN0702/IN070205/IN070205016/,,stage_2,4,91.33,83.84,1.3,0.00369,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,leading,99.46,99.57,-1.35,-2.1,False,False,2026-07-28 ratio=100.81 momentum=101.67; 2026-07-29 ratio=100.62 momentum=101.34; 2026-07-30 ratio=99.71 momentum=98.03; 2026-07-31 ratio=99.58 momentum=100.54; 2026-08-03 ratio=99.46 momentum=99.57,False
industry,Advertising & Media Agencies,equal_weight_top_members,"Media, Entertainment & Publication",Media,10,https://www.screener.in/market/IN02/IN0204/IN020401/IN020401001/,,not_stage_2,0,67.74,84.05,-4.21,0.00273,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",lagging,lagging,98.02,96.75,-1.28,-1.45,False,False,2026-07-28 ratio=99.31 momentum=98.20; 2026-07-29 ratio=99.23 momentum=97.56; 2026-07-30 ratio=99.42 momentum=98.09; 2026-07-31 ratio=98.46 momentum=96.01; 2026-08-03 ratio=98.02 momentum=96.75,False
industry,Aerospace & Defense,equal_weight_top_members,Capital Goods,Aerospace & Defense,10,https://www.screener.in/market/IN07/IN0702/IN070201/IN070201001/,,stage_2,5,178.65,127.59,7.82,0.00721,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,weakening,101.14,103.46,0.52,5.68,True,False,2026-07-28 ratio=100.62 momentum=97.78; 2026-07-29 ratio=100.81 momentum=99.70; 2026-07-30 ratio=100.60 momentum=98.33; 2026-07-31 ratio=100.95 momentum=102.10; 2026-08-03 ratio=101.14 momentum=103.46,True
industry,Aluminium,equal_weight_top_members,Metals & Mining,Non - Ferrous Metals,8,https://www.screener.in/market/IN01/IN0103/IN010302/IN010302001/,,stage_2,4,137.0,136.06,0.64,0.00553,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': False, 'near_52w_high': True}",improving,lagging,99.37,103.71,0.75,5.77,False,True,2026-07-28 ratio=98.62 momentum=97.94; 2026-07-29 ratio=99.01 momentum=100.62; 2026-07-30 ratio=98.95 momentum=99.85; 2026-07-31 ratio=99.23 momentum=104.19; 2026-08-03 ratio=99.37 momentum=103.71,False
industry,"Aluminium, Copper & Zinc Products",equal_weight_top_members,Capital Goods,Industrial Products,10,https://www.screener.in/market/IN07/IN0702/IN070205/IN070205014/,,not_stage_2,3,124.31,115.49,2.24,0.00502,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",improving,improving,98.67,100.23,0.1,0.04,False,True,2026-07-28 ratio=98.57 momentum=100.19; 2026-07-29 ratio=98.15 momentum=99.06; 2026-07-30 ratio=98.02 momentum=98.73; 2026-07-31 ratio=98.81 momentum=101.18; 2026-08-03 ratio=98.67 momentum=100.23,False
industry,Amusement Parks/ Other Recreation,equal_weight_top_members,Consumer Services,Leisure Services,3,https://www.screener.in/market/IN02/IN0206/IN020601/IN020601003/,,not_stage_2,3,70.15,69.67,-0.89,0.00283,"{'price_above_30w_ma': True, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': False, 'near_52w_high': True}",improving,lagging,99.09,101.74,0.58,4.22,False,True,2026-07-28 ratio=98.51 momentum=97.52; 2026-07-29 ratio=98.33 momentum=96.88; 2026-07-30 ratio=98.07 momentum=96.19; 2026-07-31 ratio=98.82 momentum=100.11; 2026-08-03 ratio=99.09 momentum=101.74,False
industry,Animal Feed,equal_weight_top_members,Fast Moving Consumer Goods,Food Products,5,https://www.screener.in/market/IN04/IN0401/IN040104/IN040104001/,,not_stage_2,2,105.11,114.08,1.9,0.00424,"{'price_above_30w_ma': False, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,improving,97.96,95.45,-0.84,-5.59,False,False,2026-07-28 ratio=98.80 momentum=101.04; 2026-07-29 ratio=98.64 momentum=98.88; 2026-07-30 ratio=98.93 momentum=97.84; 2026-07-31 ratio=98.31 momentum=96.74; 2026-08-03 ratio=97.96 momentum=95.45,False
industry,Asset Management Company,equal_weight_top_members,Financial Services,Capital Markets,8,https://www.screener.in/market/IN05/IN0501/IN050103/IN050103001/,,not_stage_2,3,106.42,101.5,1.37,0.0043,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,lagging,98.29,92.28,-0.37,-5.31,False,False,2026-07-28 ratio=98.66 momentum=97.59; 2026-07-29 ratio=98.67 momentum=96.48; 2026-07-30 ratio=98.36 momentum=97.30; 2026-07-31 ratio=98.67 momentum=96.40; 2026-08-03 ratio=98.29 momentum=92.28,False
industry,Auto Components & Equipments,equal_weight_top_members,Automobile and Auto Components,Auto Components,10,https://www.screener.in/market/IN02/IN0201/IN020102/IN020102001/,,stage_2,5,121.6,107.46,2.17,0.00491,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,leading,101.11,99.48,-0.12,-2.08,False,False,2026-07-28 ratio=101.23 momentum=101.56; 2026-07-29 ratio=100.95 momentum=100.10; 2026-07-30 ratio=101.19 momentum=100.68; 2026-07-31 ratio=101.43 momentum=101.41; 2026-08-03 ratio=101.11 momentum=99.48,False
industry,Breweries & Distilleries,equal_weight_top_members,Fast Moving Consumer Goods,Beverages,10,https://www.screener.in/market/IN04/IN0401/IN040102/IN040102001/,,stage_2,5,112.88,103.77,0.06,0.00456,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,leading,100.58,98.67,-0.72,-2.08,False,False,2026-07-28 ratio=101.30 momentum=100.75; 2026-07-29 ratio=101.46 momentum=100.59; 2026-07-30 ratio=101.37 momentum=99.41; 2026-07-31 ratio=100.88 momentum=101.04; 2026-08-03 ratio=100.58 momentum=98.67,False
industry,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),equal_weight_top_members,Services,Commercial Services & Supplies,10,https://www.screener.in/market/IN09/IN0901/IN090104/IN090104005/,,not_stage_2,3,88.48,87.14,-0.83,0.00357,"{'price_above_30w_ma': True, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': False, 'near_52w_high': True}",improving,lagging,99.58,103.07,0.23,5.05,False,True,2026-07-28 ratio=99.35 momentum=98.02; 2026-07-29 ratio=99.44 momentum=102.75; 2026-07-30 ratio=99.52 momentum=102.92; 2026-07-31 ratio=99.55 momentum=102.57; 2026-08-03 ratio=99.58 momentum=103.07,False
industry,Cables - Electricals,equal_weight_top_members,Capital Goods,Industrial Products,10,https://www.screener.in/market/IN07/IN0702/IN070205/IN070205003/,,not_stage_2,2,137.32,131.33,1.77,0.00554,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",improving,improving,99.18,103.67,0.11,1.32,False,True,2026-07-28 ratio=99.07 momentum=102.34; 2026-07-29 ratio=99.07 momentum=102.45; 2026-07-30 ratio=99.01 momentum=101.66; 2026-07-31 ratio=99.15 momentum=104.75; 2026-08-03 ratio=99.18 momentum=103.67,False
industry,Cigarettes & Tobacco Products,equal_weight_top_members,Fast Moving Consumer Goods,Cigarettes & Tobacco Products,4,https://www.screener.in/market/IN04/IN0401/IN040103/IN040103001/,,not_stage_2,0,73.67,86.69,-3.1,0.00297,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",lagging,lagging,97.79,99.19,0.41,-0.61,False,False,2026-07-28 ratio=97.38 momentum=99.80; 2026-07-29 ratio=97.34 momentum=99.63; 2026-07-30 ratio=97.51 momentum=99.13; 2026-07-31 ratio=97.64 momentum=99.45; 2026-08-03 ratio=97.79 momentum=99.19,False
industry,Consulting Services,equal_weight_top_members,Services,Commercial Services & Supplies,5,https://www.screener.in/market/IN09/IN0901/IN090104/IN090104002/,,not_stage_2,1,75.33,78.39,-1.71,0.00304,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",improving,lagging,98.32,105.0,0.25,6.3,False,True,2026-07-28 ratio=98.07 momentum=98.70; 2026-07-29 ratio=98.28 momentum=101.38; 2026-07-30 ratio=98.22 momentum=99.66; 2026-07-31 ratio=98.20 momentum=106.13; 2026-08-03 ratio=98.32 momentum=105.00,False
industry,E-Learning,equal_weight_top_members,Consumer Services,Other Consumer Services,7,https://www.screener.in/market/IN02/IN0206/IN020602/IN020602002/,,not_stage_2,3,100.27,91.53,0.13,0.00405,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",improving,improving,99.47,100.18,-0.33,-0.28,False,False,2026-07-28 ratio=99.80 momentum=100.46; 2026-07-29 ratio=99.65 momentum=99.56; 2026-07-30 ratio=99.43 momentum=99.42; 2026-07-31 ratio=99.81 momentum=101.92; 2026-08-03 ratio=99.47 momentum=100.18,False
industry,"Film Production, Distribution & Exhibition",equal_weight_top_members,"Media, Entertainment & Publication",Entertainment,10,https://www.screener.in/market/IN02/IN0204/IN020402/IN020402001/,,not_stage_2,3,80.36,77.57,-1.47,0.00324,"{'price_above_30w_ma': True, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': False, 'near_52w_high': True}",improving,leading,99.9,102.49,-0.38,0.31,False,False,2026-07-28 ratio=100.28 momentum=102.18; 2026-07-29 ratio=100.44 momentum=102.00; 2026-07-30 ratio=99.84 momentum=101.65; 2026-07-31 ratio=100.08 momentum=102.93; 2026-08-03 ratio=99.90 momentum=102.49,False
industry,Footwear,equal_weight_top_members,Consumer Durables,Consumer Durables,9,https://www.screener.in/market/IN02/IN0202/IN020201/IN020201017/,,not_stage_2,2,74.07,72.45,-1.35,0.00299,"{'price_above_30w_ma': True, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': False, 'near_52w_high': False}",lagging,lagging,98.54,96.37,-1.03,-2.11,False,False,2026-07-28 ratio=99.57 momentum=98.49; 2026-07-29 ratio=99.91 momentum=99.99; 2026-07-30 ratio=99.66 momentum=100.22; 2026-07-31 ratio=99.27 momentum=96.32; 2026-08-03 ratio=98.54 momentum=96.37,False
industry,General Insurance,equal_weight_top_members,Financial Services,Insurance,6,https://www.screener.in/market/IN05/IN0501/IN050104/IN050104001/,,not_stage_2,3,94.67,92.92,0.27,0.00382,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,lagging,98.15,98.84,-0.03,2.3,False,False,2026-07-28 ratio=98.17 momentum=96.53; 2026-07-29 ratio=98.06 momentum=93.54; 2026-07-30 ratio=98.26 momentum=95.95; 2026-07-31 ratio=98.40 momentum=100.21; 2026-08-03 ratio=98.15 momentum=98.84,False
industry,Household Appliances,equal_weight_top_members,Consumer Durables,Consumer Durables,10,https://www.screener.in/market/IN02/IN0202/IN020201/IN020201007/,,not_stage_2,3,90.12,87.84,-0.83,0.00364,"{'price_above_30w_ma': True, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,weakening,99.35,96.14,-0.9,-2.41,False,False,2026-07-28 ratio=100.25 momentum=98.55; 2026-07-29 ratio=100.32 momentum=98.15; 2026-07-30 ratio=100.24 momentum=96.55; 2026-07-31 ratio=99.67 momentum=98.95; 2026-08-03 ratio=99.35 momentum=96.14,False
industry,LPG/CNG/PNG/LNG Supplier,equal_weight_top_members,"Oil, Gas & Consumable Fuels",Gas,7,https://www.screener.in/market/IN03/IN0301/IN030101/IN030101003/,,stage_2,4,89.11,82.9,0.67,0.0036,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': False, 'near_52w_high': True}",improving,lagging,99.08,100.72,0.3,2.41,False,True,2026-07-28 ratio=98.78 momentum=98.31; 2026-07-29 ratio=98.78 momentum=98.13; 2026-07-30 ratio=98.77 momentum=97.20; 2026-07-31 ratio=98.85 momentum=101.80; 2026-08-03 ratio=99.08 momentum=100.72,False
industry,Life Insurance,equal_weight_top_members,Financial Services,Insurance,6,https://www.screener.in/market/IN05/IN0501/IN050104/IN050104002/,,not_stage_2,2,90.36,93.34,-1.97,0.00365,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,lagging,98.78,99.93,-0.83,-0.07,False,False,2026-07-28 ratio=99.60 momentum=100.00; 2026-07-29 ratio=99.12 momentum=96.65; 2026-07-30 ratio=98.69 momentum=97.52; 2026-07-31 ratio=98.72 momentum=100.56; 2026-08-03 ratio=98.78 momentum=99.93,False
