level,name,symbol,parent,nse_industry,member_count,source_url,error,stage,stage2_score,close,weekly_ma,weekly_ma_slope_4w_pct,rs_vs_benchmark,checks,rrg_quadrant,rrg_quadrant_5d_ago,rs_ratio,rs_momentum,rs_ratio_5d_delta,rs_momentum_5d_delta,moving_to_leading,improving_toward_leading,rrg_tail,just_entered_leading
industry,2/3 Wheelers,equal_weight_top_members,Automobile and Auto Components,Automobiles,9,https://www.screener.in/market/IN02/IN0201/IN020101/IN020101002/,,stage_2,5,161.99,136.73,2.29,0.00664,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,leading,101.97,100.05,0.34,-0.53,False,False,2026-07-27 ratio=101.63 momentum=100.58; 2026-07-28 ratio=101.67 momentum=100.54; 2026-07-29 ratio=101.74 momentum=96.62; 2026-07-30 ratio=101.84 momentum=99.04; 2026-07-31 ratio=101.97 momentum=100.05,False
industry,Abrasives & Bearings,equal_weight_top_members,Capital Goods,Industrial Products,8,https://www.screener.in/market/IN07/IN0702/IN070205/IN070205016/,,stage_2,4,89.26,82.9,1.03,0.00366,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': False, 'near_52w_high': True}",improving,leading,99.44,100.38,-1.28,-1.88,False,False,2026-07-27 ratio=100.72 momentum=102.27; 2026-07-28 ratio=100.73 momentum=101.62; 2026-07-29 ratio=100.53 momentum=101.28; 2026-07-30 ratio=99.65 momentum=97.97; 2026-07-31 ratio=99.44 momentum=100.38,False
industry,Advertising & Media Agencies,equal_weight_top_members,"Media, Entertainment & Publication",Media,10,https://www.screener.in/market/IN02/IN0204/IN020401/IN020401001/,,not_stage_2,0,69.11,86.03,-4.16,0.00283,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",lagging,lagging,98.51,95.98,-0.94,-3.71,False,False,2026-07-27 ratio=99.46 momentum=99.68; 2026-07-28 ratio=99.30 momentum=98.18; 2026-07-29 ratio=99.22 momentum=97.53; 2026-07-30 ratio=99.39 momentum=97.93; 2026-07-31 ratio=98.51 momentum=95.98,False
industry,Aerospace & Defense,equal_weight_top_members,Capital Goods,Aerospace & Defense,10,https://www.screener.in/market/IN07/IN0702/IN070201/IN070201001/,,stage_2,5,176.09,125.75,8.09,0.00722,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,weakening,100.98,102.1,0.31,4.07,True,False,2026-07-27 ratio=100.67 momentum=98.03; 2026-07-28 ratio=100.65 momentum=97.87; 2026-07-29 ratio=100.83 momentum=99.81; 2026-07-30 ratio=100.63 momentum=98.51; 2026-07-31 ratio=100.98 momentum=102.10,True
industry,Aluminium,equal_weight_top_members,Metals & Mining,Non - Ferrous Metals,8,https://www.screener.in/market/IN01/IN0103/IN010302/IN010302001/,,not_stage_2,2,135.13,137.0,1.0,0.00554,"{'price_above_30w_ma': False, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",improving,lagging,99.22,104.18,0.42,4.33,False,True,2026-07-27 ratio=98.80 momentum=99.85; 2026-07-28 ratio=98.62 momentum=97.91; 2026-07-29 ratio=99.01 momentum=100.60; 2026-07-30 ratio=98.94 momentum=99.79; 2026-07-31 ratio=99.22 momentum=104.18,False
industry,"Aluminium, Copper & Zinc Products",equal_weight_top_members,Capital Goods,Industrial Products,10,https://www.screener.in/market/IN07/IN0702/IN070205/IN070205014/,,not_stage_2,3,124.89,116.66,2.2,0.00512,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",improving,improving,98.76,101.09,-0.29,0.06,False,False,2026-07-27 ratio=99.05 momentum=101.03; 2026-07-28 ratio=98.57 momentum=100.20; 2026-07-29 ratio=98.14 momentum=99.06; 2026-07-30 ratio=98.01 momentum=98.75; 2026-07-31 ratio=98.76 momentum=101.09,False
industry,Amusement Parks/ Other Recreation,equal_weight_top_members,Consumer Services,Leisure Services,3,https://www.screener.in/market/IN02/IN0206/IN020601/IN020601003/,,not_stage_2,1,69.7,70.81,-1.05,0.00286,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",improving,lagging,98.82,100.07,0.35,1.41,False,True,2026-07-27 ratio=98.47 momentum=98.67; 2026-07-28 ratio=98.52 momentum=97.54; 2026-07-29 ratio=98.33 momentum=96.87; 2026-07-30 ratio=98.07 momentum=96.20; 2026-07-31 ratio=98.82 momentum=100.07,False
industry,Animal Feed,equal_weight_top_members,Fast Moving Consumer Goods,Food Products,5,https://www.screener.in/market/IN04/IN0401/IN040104/IN040104001/,,not_stage_2,2,105.56,113.25,2.03,0.00433,"{'price_above_30w_ma': False, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,improving,98.31,96.75,-0.34,-3.94,False,False,2026-07-27 ratio=98.65 momentum=100.68; 2026-07-28 ratio=98.81 momentum=101.06; 2026-07-29 ratio=98.64 momentum=98.86; 2026-07-30 ratio=98.93 momentum=97.82; 2026-07-31 ratio=98.31 momentum=96.75,False
industry,Asset Management Company,equal_weight_top_members,Financial Services,Capital Markets,8,https://www.screener.in/market/IN05/IN0501/IN050103/IN050103001/,,not_stage_2,3,108.62,103.69,1.55,0.00445,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,lagging,98.66,96.4,0.01,-0.69,False,False,2026-07-27 ratio=98.65 momentum=97.08; 2026-07-28 ratio=98.64 momentum=97.59; 2026-07-29 ratio=98.66 momentum=96.49; 2026-07-30 ratio=98.36 momentum=97.31; 2026-07-31 ratio=98.66 momentum=96.40,False
industry,Auto Components & Equipments,equal_weight_top_members,Automobile and Auto Components,Auto Components,10,https://www.screener.in/market/IN02/IN0201/IN020102/IN020102001/,,stage_2,5,121.8,107.92,1.98,0.005,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,leading,101.44,101.42,0.04,-0.22,False,False,2026-07-27 ratio=101.40 momentum=101.64; 2026-07-28 ratio=101.24 momentum=101.55; 2026-07-29 ratio=100.96 momentum=100.12; 2026-07-30 ratio=101.20 momentum=100.72; 2026-07-31 ratio=101.44 momentum=101.42,False
