level,name,symbol,parent,nse_industry,member_count,source_url,error,stage,stage2_score,close,weekly_ma,weekly_ma_slope_4w_pct,rs_vs_benchmark,checks,rrg_quadrant,rrg_quadrant_5d_ago,rs_ratio,rs_momentum,rs_ratio_5d_delta,rs_momentum_5d_delta,moving_to_leading,improving_toward_leading,rrg_tail,just_entered_leading
industry,2/3 Wheelers,equal_weight_top_members,Automobile and Auto Components,Automobiles,10,https://www.screener.in/market/IN02/IN0201/IN020101/IN020101002/,,stage_2,5,167.44,141.11,4.47,0.00704,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,leading,101.16,99.6,-0.88,-1.57,False,False,2026-09-01 ratio=102.03 momentum=101.17; 2026-09-02 ratio=101.68 momentum=100.64; 2026-09-03 ratio=101.40 momentum=99.86; 2026-09-04 ratio=101.10 momentum=99.17; 2026-09-07 ratio=101.16 momentum=99.60,False
industry,Abrasives & Bearings,equal_weight_top_members,Capital Goods,Industrial Products,8,https://www.screener.in/market/IN07/IN0702/IN070205/IN070205016/,,not_stage_2,3,86.39,84.84,1.46,0.00363,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",improving,lagging,99.33,101.39,0.52,6.03,False,True,2026-09-01 ratio=98.81 momentum=95.36; 2026-09-02 ratio=98.50 momentum=97.80; 2026-09-03 ratio=98.81 momentum=97.21; 2026-09-04 ratio=99.36 momentum=100.49; 2026-09-07 ratio=99.33 momentum=101.39,False
industry,Advertising & Media Agencies,equal_weight_top_members,"Media, Entertainment & Publication",Media,10,https://www.screener.in/market/IN02/IN0204/IN020401/IN020401001/,,not_stage_2,0,59.4,72.3,-4.62,0.0025,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",improving,lagging,99.18,101.19,0.61,3.72,False,True,2026-09-01 ratio=98.57 momentum=97.47; 2026-09-02 ratio=98.55 momentum=97.14; 2026-09-03 ratio=98.58 momentum=98.01; 2026-09-04 ratio=98.55 momentum=98.21; 2026-09-07 ratio=99.18 momentum=101.19,False
industry,Aerospace & Defense,equal_weight_top_members,Capital Goods,Aerospace & Defense,10,https://www.screener.in/market/IN07/IN0702/IN070201/IN070201001/,,stage_2,5,193.78,147.86,8.98,0.00815,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,leading,101.64,101.46,-0.4,0.98,False,False,2026-09-01 ratio=102.04 momentum=100.47; 2026-09-02 ratio=101.92 momentum=99.68; 2026-09-03 ratio=101.71 momentum=100.89; 2026-09-04 ratio=101.82 momentum=100.30; 2026-09-07 ratio=101.64 momentum=101.46,False
industry,Aluminium,equal_weight_top_members,Metals & Mining,Non - Ferrous Metals,9,https://www.screener.in/market/IN01/IN0103/IN010302/IN010302001/,,stage_2,5,145.44,137.07,0.88,0.00612,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,weakening,101.11,97.78,0.09,-0.01,False,False,2026-09-01 ratio=101.02 momentum=97.79; 2026-09-02 ratio=100.92 momentum=97.36; 2026-09-03 ratio=101.19 momentum=98.60; 2026-09-04 ratio=101.18 momentum=98.18; 2026-09-07 ratio=101.11 momentum=97.78,False
industry,"Aluminium, Copper & Zinc Products",equal_weight_top_members,Capital Goods,Industrial Products,10,https://www.screener.in/market/IN07/IN0702/IN070205/IN070205014/,,stage_2,5,133.81,118.52,2.85,0.00563,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,weakening,101.57,99.7,-0.47,0.65,False,False,2026-09-01 ratio=102.04 momentum=99.05; 2026-09-02 ratio=101.91 momentum=99.86; 2026-09-03 ratio=102.04 momentum=101.32; 2026-09-04 ratio=101.61 momentum=99.96; 2026-09-07 ratio=101.57 momentum=99.70,False
industry,Amusement Parks/ Other Recreation,equal_weight_top_members,Consumer Services,Leisure Services,4,https://www.screener.in/market/IN02/IN0206/IN020601/IN020601003/,,stage_2,5,75.47,72.05,0.17,0.00317,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,leading,101.72,101.19,-0.15,-0.94,False,False,2026-09-01 ratio=101.87 momentum=102.13; 2026-09-02 ratio=101.69 momentum=101.51; 2026-09-03 ratio=101.49 momentum=102.01; 2026-09-04 ratio=101.74 momentum=101.18; 2026-09-07 ratio=101.72 momentum=101.19,False
industry,Animal Feed,equal_weight_top_members,Fast Moving Consumer Goods,Food Products,6,https://www.screener.in/market/IN04/IN0401/IN040104/IN040104001/,,not_stage_2,1,100.8,111.88,-0.73,0.00424,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",improving,improving,99.76,102.54,0.42,1.53,False,True,2026-09-01 ratio=99.34 momentum=101.00; 2026-09-02 ratio=99.30 momentum=101.48; 2026-09-03 ratio=99.50 momentum=102.48; 2026-09-04 ratio=99.74 momentum=103.47; 2026-09-07 ratio=99.76 momentum=102.54,False
industry,Asset Management Company,equal_weight_top_members,Financial Services,Capital Markets,9,https://www.screener.in/market/IN05/IN0501/IN050103/IN050103001/,,stage_2,5,106.64,99.61,1.92,0.00448,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,leading,101.56,103.12,1.32,-1.18,False,False,2026-09-01 ratio=100.24 momentum=104.30; 2026-09-02 ratio=100.52 momentum=103.08; 2026-09-03 ratio=101.08 momentum=103.28; 2026-09-04 ratio=101.09 momentum=102.59; 2026-09-07 ratio=101.56 momentum=103.12,False
industry,Auto Components & Equipments,equal_weight_top_members,Automobile and Auto Components,Auto Components,10,https://www.screener.in/market/IN02/IN0201/IN020102/IN020102001/,,stage_2,4,124.77,113.77,3.43,0.00525,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,weakening,100.57,97.57,-0.51,1.65,False,False,2026-09-01 ratio=101.08 momentum=95.92; 2026-09-02 ratio=100.59 momentum=95.14; 2026-09-03 ratio=100.61 momentum=96.26; 2026-09-04 ratio=100.35 momentum=96.52; 2026-09-07 ratio=100.57 momentum=97.57,False
