level,name,symbol,parent,nse_industry,member_count,source_url,error,stage,stage2_score,close,weekly_ma,weekly_ma_slope_4w_pct,rs_vs_benchmark,checks,rrg_quadrant,rrg_quadrant_5d_ago,rs_ratio,rs_momentum,rs_ratio_5d_delta,rs_momentum_5d_delta,moving_to_leading,improving_toward_leading,rrg_tail,just_entered_leading
industry,2/3 Wheelers,equal_weight_top_members,Automobile and Auto Components,Automobiles,9,https://www.screener.in/market/IN02/IN0201/IN020101/IN020101002/,,stage_2,5,168.88,136.18,2.76,0.00686,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,weakening,102.93,101.64,1.17,4.95,True,False,2026-07-29 ratio=101.76 momentum=96.68; 2026-07-30 ratio=101.86 momentum=99.13; 2026-07-31 ratio=101.94 momentum=99.98; 2026-08-03 ratio=101.82 momentum=98.60; 2026-08-04 ratio=102.93 momentum=101.64,True
industry,Abrasives & Bearings,equal_weight_top_members,Capital Goods,Industrial Products,8,https://www.screener.in/market/IN07/IN0702/IN070205/IN070205016/,,stage_2,4,91.46,84.19,1.3,0.00372,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,leading,99.64,99.87,-1.03,-1.5,False,False,2026-07-29 ratio=100.67 momentum=101.37; 2026-07-30 ratio=99.76 momentum=98.04; 2026-07-31 ratio=99.61 momentum=100.51; 2026-08-03 ratio=99.43 momentum=99.47; 2026-08-04 ratio=99.64 momentum=99.87,False
industry,Advertising & Media Agencies,equal_weight_top_members,"Media, Entertainment & Publication",Media,10,https://www.screener.in/market/IN02/IN0204/IN020401/IN020401001/,,not_stage_2,0,66.4,83.29,-4.3,0.0027,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",lagging,lagging,98.0,97.61,-1.21,0.09,False,False,2026-07-29 ratio=99.21 momentum=97.52; 2026-07-30 ratio=99.40 momentum=97.98; 2026-07-31 ratio=98.44 momentum=96.00; 2026-08-03 ratio=97.98 momentum=96.72; 2026-08-04 ratio=98.00 momentum=97.61,False
industry,Aerospace & Defense,equal_weight_top_members,Capital Goods,Aerospace & Defense,10,https://www.screener.in/market/IN07/IN0702/IN070201/IN070201001/,,stage_2,5,176.78,124.25,7.81,0.00718,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,weakening,101.66,103.7,0.87,4.07,True,False,2026-07-29 ratio=100.79 momentum=99.63; 2026-07-30 ratio=100.58 momentum=98.20; 2026-07-31 ratio=100.93 momentum=102.09; 2026-08-03 ratio=101.12 momentum=103.47; 2026-08-04 ratio=101.66 momentum=103.70,True
industry,Aluminium,equal_weight_top_members,Metals & Mining,Non - Ferrous Metals,8,https://www.screener.in/market/IN01/IN0103/IN010302/IN010302001/,,stage_2,5,139.46,135.98,0.7,0.00567,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",improving,improving,99.85,103.45,0.84,2.83,False,True,2026-07-29 ratio=99.01 momentum=100.62; 2026-07-30 ratio=98.94 momentum=99.80; 2026-07-31 ratio=99.23 momentum=104.17; 2026-08-03 ratio=99.36 momentum=103.69; 2026-08-04 ratio=99.85 momentum=103.45,False
industry,"Aluminium, Copper & Zinc Products",equal_weight_top_members,Capital Goods,Industrial Products,10,https://www.screener.in/market/IN07/IN0702/IN070205/IN070205014/,,stage_2,5,129.16,115.92,2.4,0.00525,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",improving,lagging,99.97,102.51,1.83,3.45,False,True,2026-07-29 ratio=98.15 momentum=99.05; 2026-07-30 ratio=98.01 momentum=98.73; 2026-07-31 ratio=98.81 momentum=101.25; 2026-08-03 ratio=98.79 momentum=100.54; 2026-08-04 ratio=99.97 momentum=102.51,False
industry,Amusement Parks/ Other Recreation,equal_weight_top_members,Consumer Services,Leisure Services,3,https://www.screener.in/market/IN02/IN0206/IN020601/IN020601003/,,not_stage_2,4,71.55,69.94,-0.83,0.00291,"{'price_above_30w_ma': True, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,lagging,100.13,102.57,1.8,5.69,True,False,2026-07-29 ratio=98.33 momentum=96.88; 2026-07-30 ratio=98.07 momentum=96.20; 2026-07-31 ratio=98.82 momentum=100.10; 2026-08-03 ratio=99.10 momentum=101.75; 2026-08-04 ratio=100.13 momentum=102.57,False
industry,Animal Feed,equal_weight_top_members,Fast Moving Consumer Goods,Food Products,5,https://www.screener.in/market/IN04/IN0401/IN040104/IN040104001/,,not_stage_2,2,104.43,114.96,1.88,0.00424,"{'price_above_30w_ma': False, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,lagging,97.89,96.72,-0.74,-2.17,False,False,2026-07-29 ratio=98.63 momentum=98.89; 2026-07-30 ratio=98.94 momentum=97.87; 2026-07-31 ratio=98.31 momentum=96.74; 2026-08-03 ratio=97.95 momentum=95.43; 2026-08-04 ratio=97.89 momentum=96.72,False
industry,Asset Management Company,equal_weight_top_members,Financial Services,Capital Markets,8,https://www.screener.in/market/IN05/IN0501/IN050103/IN050103001/,,not_stage_2,3,108.03,103.01,1.38,0.00439,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,lagging,98.53,97.23,-0.14,0.75,False,False,2026-07-29 ratio=98.68 momentum=96.48; 2026-07-30 ratio=98.36 momentum=97.32; 2026-07-31 ratio=98.67 momentum=96.41; 2026-08-03 ratio=98.29 momentum=92.34; 2026-08-04 ratio=98.53 momentum=97.23,False
industry,Auto Components & Equipments,equal_weight_top_members,Automobile and Auto Components,Auto Components,10,https://www.screener.in/market/IN02/IN0201/IN020102/IN020102001/,,stage_2,5,122.63,107.87,2.19,0.00498,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,leading,101.76,100.48,0.81,0.37,False,False,2026-07-29 ratio=100.95 momentum=100.11; 2026-07-30 ratio=101.19 momentum=100.71; 2026-07-31 ratio=101.44 momentum=101.44; 2026-08-03 ratio=101.12 momentum=99.52; 2026-08-04 ratio=101.76 momentum=100.48,False
